,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.48,0.6,0.92,0.54,0.87,0.45,0.62,0.6,0.51,0.57,0.55
azureus.csv,0.1,0.49,0.53,0.62,0.54,0.42,0.96,0.54,0.49,0.48,0.09
forester-atv.csv,0.01,0.99,0.09,0.17,0.0,0.0,0.09,0.1,0.15,0.17,0.27
gabel.csv,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.07,0.0,0.0
google-collections.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
javaprofiler.csv,0.48,0.6,0.61,0.55,0.67,0.55,0.63,0.67,0.51,0.63,0.99
mycila.csv,0.19,0.1,0.33,0.17,0.14,1.0,0.06,0.27,0.07,0.24,0.25
neodatis-odb.csv,0.0,0.57,0.49,0.96,0.41,0.23,0.34,0.24,0.58,0.37,0.59
pokenetonline.csv,0.62,0.6,0.6,0.44,0.72,0.66,0.35,1.0,0.73,0.53,0.4
rcp-company-uibindings.csv,0.55,0.09,0.52,0.41,0.66,0.35,0.66,0.17,0.43,1.0,0.54
servicestack.csv,0.0,0.64,0.62,0.47,0.74,0.23,0.31,0.54,1.0,0.41,0.32
