,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.38,0.33,0.54,0.51,0.42,0.5,0.4,0.38,0.71,0.44,0.55
azureus.csv,0.83,0.56,0.45,0.52,0.58,0.61,0.7,0.53,0.65,0.63,0.83
forester-atv.csv,0.5,0.5,0.5,0.9,0.91,0.0,0.96,0.8,0.67,0.97,0.89
gabel.csv,0.0,0.0,0.0,0.67,0.88,0.0,0.0,0.0,0.0,0.0,0.0
google-collections.csv,0.39,0.35,0.32,0.4,0.46,0.37,0.39,0.33,0.41,0.39,0.4
javaprofiler.csv,0.44,0.38,0.44,0.43,0.44,0.38,0.41,0.36,0.61,0.43,0.47
mycila.csv,0.92,0.89,0.54,0.95,0.85,0.9,0.92,0.89,0.89,0.98,0.84
neodatis-odb.csv,0.96,0.52,0.6,0.8,0.75,0.92,0.78,0.94,0.71,0.66,0.66
pokenetonline.csv,0.44,0.38,0.36,0.4,0.39,0.46,0.42,0.38,0.47,0.39,0.63
rcp-company-uibindings.csv,0.56,0.35,0.35,0.4,0.42,0.36,0.44,0.34,0.59,0.4,0.51
servicestack.csv,0.81,0.4,0.5,0.5,0.62,0.59,0.82,0.51,0.71,0.55,0.68
