,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foursquared.csv,0.29,0.11,0.0,0.96,0.08,0.0,0.21
ifmo-game-1.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jmule.csv,0.43,0.56,0.67,0.88,0.69,1.0,0.96
micomt.csv,0.0,0.33,0.33,0.58,1.0,1.0,0.12
voms.csv,0.0,0.89,0.0,0.0,0.0,0.0,0.04
