,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.67,0.78,0.69,0.88
google-caja.csv,0.94,0.82,0.81,0.74
itext.csv,0.85,0.97,0.63,0.76
plee-the-bear.csv,0.79,0.69,0.48,0.53
