,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.05,0.81,0.93,0.57
google-caja.csv,0.07,0.9,0.91,0.76
itext.csv,0.11,0.74,0.89,0.81
plee-the-bear.csv,0.18,0.77,0.83,0.51
