,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.2,0.51,0.59,0.36,0.59,0.73,0.0
gstreamer.csv,0.18,0.5,0.6,0.39,0.41,0.73,0.82
ifmo-game-1.csv,0.43,0.0,0.34,0.07,0.07,0.49,0.11
pi-qmc.csv,0.12,0.52,0.48,0.36,0.77,0.72,0.91
quarkplusplus.csv,0.17,0.57,0.54,0.45,0.39,0.52,0.12
xapian.csv,0.17,0.62,0.58,0.65,0.31,0.7,0.9
zemljanka.csv,0.2,0.55,0.6,0.37,0.41,0.58,0.89
