,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.0,0.48,0.49,0.0,0.83,0.58,0.0,0.08,0.0,0.58,0.26,0.0,0.04
fontforge.csv,0.57,0.46,0.57,0.49,0.82,0.56,0.04,0.68,0.21,0.66,0.22,0.51,0.58
gmerlin.csv,0.05,0.46,0.57,0.52,0.0,0.57,0.04,0.0,0.26,0.0,0.0,0.58,0.58
hatari.csv,0.55,0.58,0.68,0.47,0.8,0.56,0.04,0.58,0.26,0.65,0.23,0.43,0.36
jcl.csv,0.64,0.47,0.58,0.46,0.79,0.53,0.06,0.53,0.21,0.56,0.37,0.35,0.55
ltp.csv,0.34,0.44,0.59,0.56,0.78,0.54,0.0,0.47,0.22,0.55,0.23,0.35,0.38
net-snmp.csv,0.67,0.53,0.57,0.48,0.6,0.57,0.08,0.61,0.26,0.59,0.23,0.54,0.62
opde.csv,0.62,0.34,0.62,0.56,0.81,0.5,0.18,0.59,0.26,0.0,0.17,0.43,0.58
powerfolder-.csv,0.52,0.61,0.6,0.41,0.17,0.35,0.11,0.57,0.33,0.46,0.2,0.47,0.54
qlc.csv,0.0,0.5,0.0,0.44,0.45,0.55,0.1,0.0,0.42,0.32,0.33,0.0,0.32
tcl.csv,0.43,0.39,0.49,0.47,0.68,0.45,0.0,0.0,0.24,0.71,0.0,0.19,0.48
wxstudio.csv,0.59,0.42,0.48,0.36,0.59,0.53,0.06,0.52,0.07,0.55,0.17,0.44,0.67
