,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.0,0.45,0.38,0.0,0.98,0.62,0.0,0.04,0.0,0.69,0.21,0.0,0.03
fontforge.csv,0.85,0.9,0.9,0.92,1.0,0.76,1.0,0.71,0.78,1.0,1.0,0.94,0.84
gmerlin.csv,0.02,0.94,0.66,0.96,0.0,0.82,1.0,0.0,0.83,0.0,0.0,0.72,0.65
hatari.csv,0.63,0.77,0.72,0.8,0.91,0.59,1.0,0.88,0.94,0.9,1.0,0.41,0.3
jcl.csv,0.88,0.55,0.72,0.52,0.8,0.58,1.0,0.58,0.61,0.74,0.79,0.41,0.54
ltp.csv,0.29,0.71,0.86,0.76,0.75,0.76,0.0,0.54,0.67,0.56,0.93,0.34,0.43
net-snmp.csv,0.76,0.84,0.52,0.64,0.57,0.88,1.0,1.0,1.0,0.77,0.5,0.78,0.84
opde.csv,1.0,0.39,1.0,0.6,0.98,0.59,1.0,0.83,0.67,0.0,0.64,0.53,0.92
powerfolder-.csv,0.59,0.68,0.52,0.56,0.1,0.3,1.0,0.67,0.67,0.41,0.57,0.62,0.49
qlc.csv,0.0,0.97,0.0,0.52,0.37,0.59,1.0,0.0,0.78,0.21,0.57,0.0,0.32
tcl.csv,0.46,0.71,0.62,0.8,0.63,0.56,0.0,0.0,0.56,0.74,0.0,0.16,0.49
wxstudio.csv,0.71,0.48,0.52,0.4,0.5,0.55,1.0,0.71,0.11,0.72,0.14,0.53,0.68
