,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.75,0.57,0.07,0.39,0.72,0.87,0.74,0.94,0.77,0.56,0.89,0.89
dsworkbench.csv,0.25,0.11,0.0,0.07,0.16,0.08,0.13,0.15,0.39,0.02,0.04,0.0
gogoego.csv,0.56,0.3,0.57,0.39,0.28,0.61,1.0,0.67,0.87,0.51,0.15,0.56
jpaul.csv,0.38,0.32,0.0,0.37,0.03,0.0,0.02,0.0,0.06,0.0,0.0,0.0
loki-lib.csv,0.69,0.55,0.07,0.59,0.34,0.42,0.52,0.08,0.4,0.34,0.22,0.67
motu.csv,0.12,0.98,0.93,0.88,0.94,0.42,0.33,0.71,0.93,0.39,0.48,0.11
mp-rechnungs-und-kundenverwaltung.csv,0.0,0.36,0.29,0.9,0.0,0.05,0.04,0.19,0.33,0.1,0.07,0.0
rtrt-on-gpu.csv,0.38,0.5,0.79,0.37,0.25,0.26,0.3,0.12,0.77,0.44,0.3,0.44
scenemonitor.csv,0.38,0.53,0.0,0.29,0.25,0.34,0.74,0.56,0.52,0.44,0.11,0.22
xstore.csv,0.44,0.89,0.21,0.46,0.19,0.71,0.91,0.65,0.62,0.37,0.43,1.0
yarp0.csv,0.69,0.16,0.79,0.15,0.81,0.26,0.39,0.9,0.75,0.24,0.85,0.22
zemljanka.csv,0.94,0.96,1.0,1.0,0.97,0.71,0.85,0.81,0.99,0.98,0.46,0.0
