,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.4,0.48,0.4,0.45,0.32,0.37,0.42,0.44,0.36,0.5,0.42,0.7
dsworkbench.csv,0.44,0.98,0.83,0.88,0.62,0.75,0.83,0.86,0.38,0.8,0.5,0.93
gogoego.csv,0.4,0.61,0.38,0.52,0.6,0.38,0.37,0.37,0.35,0.44,0.81,0.41
jpaul.csv,0.5,0.6,0.0,0.48,0.5,0.0,0.67,0.0,0.91,0.0,0.0,0.0
loki-lib.csv,0.41,0.44,0.94,0.39,0.67,0.54,0.47,0.8,0.47,0.75,0.48,0.45
motu.csv,0.46,0.37,0.37,0.5,0.35,0.46,0.46,0.47,0.35,0.47,0.45,0.59
mp-rechnungs-und-kundenverwaltung.csv,0.86,0.62,0.96,0.44,0.0,0.83,0.83,0.55,0.52,0.61,0.73,0.65
rtrt-on-gpu.csv,0.55,0.49,0.43,0.5,0.67,0.87,0.74,0.85,0.38,0.73,0.7,0.46
scenemonitor.csv,0.39,0.46,0.92,0.5,0.45,0.53,0.44,0.39,0.4,0.52,0.88,0.4
xstore.csv,0.47,0.39,0.53,0.47,0.62,0.37,0.36,0.42,0.42,0.43,0.45,0.45
yarp0.csv,0.5,0.9,0.42,0.86,0.41,0.45,0.81,0.42,0.35,0.74,0.52,0.4
zemljanka.csv,0.38,0.36,0.36,0.45,0.32,0.46,0.39,0.47,0.36,0.48,0.77,0.48
