,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.78,0.67,0.17,0.41,0.73,0.89,0.75,0.94,0.78,0.61,0.9,1.02
dsworkbench.csv,0.39,0.75,0.94,0.71,0.62,0.94,0.55,1.01,0.52,0.91,1.0,0.93
gogoego.csv,0.59,0.63,0.62,0.53,0.53,0.62,1.0,0.78,0.89,0.53,0.71,0.6
jpaul.csv,0.64,0.58,1.0,0.41,0.95,1.0,0.85,1.0,0.9,1.0,1.0,1.0
loki-lib.csv,0.73,0.68,0.85,0.61,0.74,0.65,0.57,0.9,0.53,0.77,0.41,0.68
motu.csv,0.53,0.98,0.93,0.88,0.96,0.65,0.45,0.93,0.93,0.48,0.61,0.74
mp-rechnungs-und-kundenverwaltung.csv,0.86,0.61,0.86,0.9,0.95,0.75,0.69,0.82,0.52,0.7,0.73,0.82
rtrt-on-gpu.csv,0.59,0.77,0.84,0.8,0.7,0.74,0.69,0.33,0.79,0.8,0.75,0.51
scenemonitor.csv,0.52,0.66,0.88,0.34,0.39,0.71,0.75,0.69,0.61,0.65,0.9,0.57
xstore.csv,0.66,0.89,0.68,0.52,0.53,0.87,0.91,1.03,0.69,0.49,0.53,1.0
yarp0.csv,0.79,0.75,0.83,0.95,0.93,0.36,0.86,0.9,0.76,0.68,0.87,0.53
zemljanka.csv,0.94,0.96,1.0,1.0,0.97,0.72,0.85,0.81,0.99,0.98,0.69,0.19
