,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.17,0.38,0.38,0.53,0.45,0.54,0.98,0.41,0.59,0.55,0.35,0.48
bscwweasel.csv,0.0,0.25,0.46,0.96,0.43,0.29,0.16,0.06,0.05,0.1,0.0,0.04
capcode.csv,0.02,0.25,0.17,0.06,0.0,0.93,0.02,0.11,0.26,0.1,0.0,0.07
emite.csv,0.3,0.43,0.6,0.49,0.65,0.44,0.4,0.42,0.29,0.53,0.64,0.98
lamp.csv,0.0,0.94,0.19,0.18,0.22,0.1,0.18,0.05,0.44,0.26,0.37,0.04
mecat.csv,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nodal.csv,0.04,0.58,0.44,0.24,0.61,0.2,0.2,0.11,0.92,0.4,0.38,0.12
pydev.csv,0.21,0.25,0.52,0.39,0.42,0.46,0.19,0.26,0.33,0.98,0.86,0.12
retromenu.csv,0.19,0.41,0.24,0.24,1.0,0.47,0.15,0.11,0.16,0.26,0.71,0.04
smbopensoft.csv,0.98,0.69,0.6,0.57,0.68,0.2,0.2,0.36,0.57,0.55,0.77,0.46
stuproa-cims.csv,0.09,0.3,0.48,0.66,0.09,0.54,0.3,0.97,0.2,0.58,0.36,0.49
thout.csv,0.26,0.4,0.96,0.42,0.46,0.43,0.06,0.41,0.66,0.46,0.37,0.36
