,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.87,0.83,0.74,0.75,0.74,0.71,0.05,0.81,0.62,0.78,0.87,0.84
bscwweasel.csv,1.0,0.79,0.61,0.05,0.64,0.79,0.87,0.95,0.96,0.92,1.0,0.97
capcode.csv,0.98,0.79,0.88,0.95,1.0,0.08,0.98,0.92,0.79,0.93,1.0,0.94
emite.csv,0.92,0.8,0.55,0.61,0.62,0.74,0.75,0.66,0.83,0.66,0.56,0.03
lamp.csv,1.0,0.07,0.85,0.85,0.82,0.93,0.86,0.96,0.61,0.79,0.72,0.97
mecat.csv,0.95,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
nodal.csv,0.97,0.58,0.64,0.8,0.46,0.88,0.85,0.92,0.09,0.68,0.68,0.9
pydev.csv,0.84,0.8,0.56,0.68,0.87,0.66,0.86,0.81,0.79,0.03,0.45,0.91
retromenu.csv,0.84,0.65,0.8,0.8,0.0,0.61,0.88,0.91,0.87,0.78,0.35,0.97
smbopensoft.csv,0.03,0.46,0.57,0.65,0.58,0.92,0.86,0.79,0.62,0.6,0.6,0.65
stuproa-cims.csv,0.98,0.92,0.84,0.61,0.98,0.79,0.93,0.04,0.97,0.77,0.9,0.83
thout.csv,0.79,0.68,0.05,0.76,0.69,0.8,0.97,0.72,0.63,0.65,0.7,0.75
