,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.24,0.09,0.37,0.53,0.16,0.1,0.0,0.05,0.08,0.08
flylegacy.csv,0.88,0.36,0.68,0.44,0.31,0.73,0.79,0.49,0.36,0.24
jguard.csv,0.92,0.36,0.6,0.84,0.75,0.7,1.0,0.77,0.96,0.8
m-a-d-n-e-s-s.csv,0.24,0.06,0.38,0.17,0.08,0.0,0.07,0.13,0.68,0.12
mob-sen-plat.csv,0.92,0.82,0.94,0.64,0.83,0.83,0.64,0.87,0.96,0.6
raygina.csv,0.64,0.0,0.57,0.5,0.25,0.33,0.29,0.21,0.68,0.24
st-filteredstatistics.csv,1.0,0.3,0.9,0.83,0.62,0.53,0.93,0.82,0.96,0.8
upp-mirror.csv,0.44,0.09,0.67,0.56,0.73,0.37,0.36,0.36,0.48,0.2
wishmaster.csv,0.2,0.21,0.52,0.31,0.58,0.5,0.86,0.1,0.52,0.48
yarp.csv,0.24,0.03,0.43,0.13,0.0,0.47,0.14,0.23,0.56,0.64
