,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.93,0.83,0.72,0.79,0.94,0.88,0.83,0.8,0.75,0.67
flylegacy.csv,0.4,0.77,0.38,0.58,0.59,0.48,0.37,0.45,0.62,0.67
jguard.csv,0.38,0.68,0.52,0.4,0.51,0.55,0.4,0.35,0.41,0.59
m-a-d-n-e-s-s.csv,0.89,0.5,0.58,0.98,0.88,0.67,0.88,0.8,0.52,0.86
mob-sen-plat.csv,0.35,0.37,0.34,0.37,0.3,0.38,0.36,0.32,0.37,0.36
raygina.csv,0.5,0.0,0.47,0.47,0.69,0.55,0.93,0.89,0.5,0.8
st-filteredstatistics.csv,0.36,0.64,0.35,0.34,0.38,0.49,0.39,0.33,0.4,0.43
upp-mirror.csv,0.55,0.8,0.36,0.59,0.37,0.8,0.57,0.61,0.58,0.83
wishmaster.csv,0.92,0.83,0.43,0.68,0.39,0.5,0.53,0.88,0.64,0.48
yarp.csv,0.92,0.0,0.56,0.89,0.5,0.52,0.94,0.85,0.65,0.52
