,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.46,0.24,0.3,0.09,0.09,0.08,0.04,0.29,0.43,0.38,0.2,0.09
archive-crawler.csv,0.15,0.22,0.14,0.13,0.07,0.2,0.18,0.08,0.4,0.25,0.4,0.04
blue-c.csv,0.76,0.77,0.82,0.55,0.57,0.08,0.22,0.43,0.82,0.62,0.57,0.91
dynalloy.csv,0.8,0.26,0.59,0.53,0.73,0.04,0.48,0.75,0.49,0.64,0.57,0.68
jcae.csv,0.19,0.16,0.2,0.28,0.09,0.08,0.08,0.12,0.08,0.47,0.3,0.09
kmatplot.csv,0.23,0.41,0.63,0.91,0.05,0.44,0.25,0.24,0.2,0.47,0.5,0.98
mscore.csv,0.69,0.99,0.96,0.64,0.39,0.32,0.27,0.41,0.83,0.87,0.97,0.88
nosleepsoftware.csv,0.01,0.03,0.03,0.17,0.0,0.12,0.22,0.06,0.01,0.11,0.23,0.02
openmalaria.csv,0.55,0.62,0.94,0.66,0.2,0.36,0.4,0.27,0.53,0.56,0.87,0.69
popeye-chess.csv,0.25,0.2,0.58,0.4,0.25,0.16,0.24,0.25,0.32,0.45,0.7,0.41
riff-evolve.csv,0.37,0.14,0.78,0.34,0.23,0.0,0.08,0.1,0.24,0.38,0.47,0.61
virtuoso.csv,0.78,1.0,0.95,1.0,0.75,1.0,0.84,1.0,0.96,0.98,0.87,0.19
