,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.27,0.34,0.26,0.0,0.37,0.77,0.41,0.48,0.57,0.46,0.71,0.41
archive-crawler.csv,0.25,0.27,0.4,0.09,0.62,0.7,0.61,0.44,0.59,0.58,0.63,0.43
blue-c.csv,0.33,0.53,0.2,0.0,0.71,0.86,0.67,0.64,0.64,0.39,0.67,0.38
dynalloy.csv,0.28,0.68,0.16,0.0,0.54,0.62,0.54,0.52,0.62,0.45,0.59,0.28
jcae.csv,0.37,0.28,0.48,0.07,0.47,0.72,0.45,0.48,0.38,0.47,0.38,0.46
kmatplot.csv,0.59,0.34,0.24,0.38,0.2,0.76,0.49,0.5,0.43,0.44,0.5,0.37
mscore.csv,0.37,0.54,0.19,0.3,0.72,0.77,0.74,0.65,0.67,0.46,0.59,0.41
nosleepsoftware.csv,0.18,0.0,0.31,0.59,0.0,0.0,0.23,0.16,0.06,0.19,0.07,0.0
openmalaria.csv,0.4,0.48,0.2,0.38,0.69,0.74,0.76,0.74,0.63,0.43,0.53,0.37
popeye-chess.csv,0.44,0.39,0.17,0.16,0.67,0.67,0.67,0.59,0.62,0.5,0.58,0.39
riff-evolve.csv,0.42,0.51,0.2,0.0,0.68,0.54,0.53,0.46,0.69,0.4,0.48,0.43
virtuoso.csv,0.33,0.53,0.19,0.41,0.55,0.71,0.71,0.62,0.65,0.46,0.58,0.47
