,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.0,2.0,16.0,62.0,2.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0
archive-crawler.csv,0.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
blue-c.csv,1.0,2.0,38.0,62.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,27.0
dynalloy.csv,2.0,1.0,31.0,62.0,7.0,1.0,0.0,3.0,0.0,7.0,2.0,33.0
jcae.csv,2.0,3.0,3.0,13.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0
kmatplot.csv,0.0,4.0,29.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,1.0,32.0
mscore.csv,0.0,2.0,45.0,17.0,2.0,0.0,0.0,6.0,0.0,10.0,1.0,20.0
nosleepsoftware.csv,1.0,142.0,1.0,6.0,78.0,54.0,1.0,3.0,0.0,0.0,7.0,181.0
openmalaria.csv,5.0,0.0,43.0,16.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,11.0
popeye-chess.csv,0.0,1.0,35.0,6.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,4.0
riff-evolve.csv,0.0,0.0,31.0,62.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0
virtuoso.csv,0.0,2.0,47.0,1.0,16.0,2.0,3.0,3.0,0.0,8.0,1.0,0.0
