,f1,g,recall,precision,pf,wins
all-plasm.csv,0.41,0.48,0.45499999999999996,0.535,0.22,6
archive-crawler.csv,0.51,0.54,0.495,0.575,0.16499999999999998,11
blue-c.csv,0.585,0.56,0.855,0.45,0.595,9
dynalloy.csv,0.53,0.52,0.675,0.43,0.58,4
jcae.csv,0.455,0.4,0.35,0.505,0.14,3
kmatplot.csv,0.435,0.44499999999999995,0.59,0.445,0.425,2
mscore.csv,0.565,0.475,0.905,0.395,0.76,5
nosleepsoftware.csv,0.115,0.09,0.07500000000000001,0.41500000000000004,0.045,0
openmalaria.csv,0.505,0.615,0.765,0.39,0.555,7
popeye-chess.csv,0.54,0.605,0.575,0.47,0.28500000000000003,10
riff-evolve.csv,0.47,0.51,0.5,0.535,0.29000000000000004,8
virtuoso.csv,0.54,0.19,0.965,0.43,0.955,1
