,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.7,0.75,0.54,1.0,0.75,0.34,0.74,0.64,0.61,0.58,0.35,0.67
archive-crawler.csv,0.77,0.82,0.47,0.95,0.52,0.42,0.53,0.69,0.58,0.43,0.49,0.69
blue-c.csv,0.78,0.78,0.83,1.14,0.57,0.22,0.47,0.52,0.83,0.73,0.57,0.91
dynalloy.csv,0.85,0.36,0.74,1.13,0.78,0.53,0.7,0.82,0.59,0.69,0.61,0.83
jcae.csv,0.62,0.81,0.23,0.98,0.66,0.41,0.7,0.65,0.75,0.59,0.73,0.62
kmatplot.csv,0.29,0.77,0.64,0.92,0.89,0.47,0.66,0.62,0.7,0.61,0.66,0.98
mscore.csv,0.69,0.99,0.96,0.81,0.42,0.38,0.41,0.5,0.83,0.88,0.97,0.88
nosleepsoftware.csv,0.9,1.0,0.78,0.41,1.0,1.01,0.88,0.91,0.97,0.88,0.98,1.0
openmalaria.csv,0.57,0.71,0.94,0.73,0.4,0.43,0.45,0.35,0.6,0.66,0.89,0.73
popeye-chess.csv,0.48,0.7,0.73,0.91,0.42,0.46,0.48,0.52,0.51,0.55,0.73,0.59
riff-evolve.csv,0.48,0.59,0.79,1.06,0.41,0.63,0.62,0.67,0.41,0.65,0.67,0.63
virtuoso.csv,0.79,1.0,0.95,1.0,0.79,1.0,0.85,1.0,0.96,0.98,0.87,0.54
