,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.56,0.34,1.0,0.43,0.56,0.49,0.39,0.32,0.49,0.68,0.56,0.81
dsworkbench.csv,0.99,0.34,0.07,0.38,0.24,0.17,0.3,0.0,0.32,0.26,0.3,0.83
gogoego.csv,0.43,0.96,0.17,0.19,0.36,0.08,0.36,0.12,0.43,0.36,0.34,0.53
jpaul.csv,0.56,0.36,0.29,1.0,0.3,0.28,0.43,0.0,0.47,0.34,0.07,0.98
loki-lib.csv,0.67,0.36,0.57,0.53,0.42,0.46,0.4,0.27,0.48,0.64,0.96,0.97
motu.csv,0.5,0.24,0.04,0.46,0.0,0.0,0.96,0.18,0.45,0.4,0.28,0.24
mp-rechnungs-und-kundenverwaltung.csv,0.55,0.26,0.29,0.21,0.1,0.44,0.15,0.33,0.99,0.42,0.47,0.76
rtrt-on-gpu.csv,0.11,0.16,0.6,0.0,0.25,0.09,0.07,1.0,0.26,0.42,0.23,0.05
scenemonitor.csv,0.62,0.42,0.53,0.41,1.0,0.43,0.34,0.27,0.5,0.61,0.46,0.46
xstore.csv,0.65,0.39,0.47,0.61,0.51,0.43,0.49,0.33,0.38,0.98,0.41,0.61
yarp0.csv,0.77,0.37,0.74,0.53,0.55,0.97,0.09,0.0,0.47,0.47,0.36,0.21
zemljanka.csv,0.85,0.39,0.94,0.43,0.56,0.49,0.35,0.29,0.44,0.7,0.5,1.0
