,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.76,0.24,1.0,0.33,0.38,0.34,0.25,0.2,0.33,0.56,0.4,0.97
dsworkbench.csv,1.0,0.34,0.8,0.35,0.6,0.25,0.22,0.0,0.41,0.53,0.55,0.95
gogoego.csv,0.79,1.0,0.77,0.5,0.62,0.11,0.27,0.14,0.41,0.73,0.58,0.92
jpaul.csv,0.84,0.33,0.9,1.0,0.38,0.31,0.33,0.0,0.46,0.83,1.0,0.96
loki-lib.csv,0.77,0.28,0.9,0.41,0.39,0.33,0.26,0.17,0.34,0.56,1.0,0.96
motu.csv,0.94,0.48,1.0,0.67,0.0,0.0,1.0,1.0,0.5,0.86,0.71,0.97
mp-rechnungs-und-kundenverwaltung.csv,0.81,0.31,0.9,0.27,1.0,0.44,0.15,0.29,1.0,0.7,0.38,0.95
rtrt-on-gpu.csv,0.75,0.17,0.83,0.0,0.33,0.14,0.06,1.0,0.25,0.6,0.26,0.71
scenemonitor.csv,0.83,0.31,0.87,0.3,1.0,0.35,0.22,0.17,0.36,0.59,0.4,0.95
xstore.csv,0.74,0.32,1.0,0.58,0.53,0.38,0.33,0.38,0.31,1.0,0.5,0.98
yarp0.csv,0.8,0.25,0.86,0.36,0.48,1.0,0.11,0.0,0.36,0.63,0.53,1.0
zemljanka.csv,0.77,0.25,0.88,0.28,0.39,0.34,0.22,0.17,0.3,0.53,0.48,1.0
