,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.15,1.0,0.77,0.28,0.17,0.12,0.73,0.57,0.62,1.0,0.15,0.21
gwanted.csv,0.25,0.0,0.28,0.11,0.02,0.75,0.23,0.18,0.25,0.0,0.39,0.0
ivatamasks.csv,0.93,0.0,0.79,0.26,0.95,0.62,0.74,0.49,0.5,0.64,0.88,0.41
java-gnome.csv,0.2,0.5,0.04,0.06,0.22,0.0,0.39,0.47,0.19,0.04,0.43,0.62
orc.csv,0.11,0.0,0.21,0.26,0.27,0.62,0.34,0.21,0.19,0.0,0.08,0.35
plato.csv,0.96,1.0,0.96,0.77,0.95,0.25,0.94,0.61,0.12,1.0,0.98,0.88
rodin-b-sharp.csv,0.02,0.5,0.06,0.43,0.1,0.5,0.15,0.5,0.44,0.0,0.19,0.62
tycho.csv,0.44,0.5,0.21,0.55,0.37,0.12,0.63,0.18,0.25,0.21,0.86,0.15
umber.csv,0.05,1.0,0.91,0.74,0.59,1.0,0.87,0.85,0.88,0.14,0.34,0.91
unicase.csv,0.24,0.0,0.88,0.91,0.49,0.75,0.74,0.56,0.88,0.61,0.41,0.71
vienna-add-in.csv,0.64,1.0,0.84,0.68,0.32,0.5,0.5,0.62,0.31,0.57,0.59,0.5
wpdev.csv,1.0,0.0,0.99,1.0,0.98,1.0,1.0,0.93,1.0,0.96,0.99,0.88
