,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.23,1.0,0.83,1.0,0.97,0.1,0.82,0.17,0.14,0.62,0.81,0.92,0.58,0.33,1.0,0.98,0.78,1.0,1.0,0.88
bzbyte.csv,1.0,0.97,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.75,1.0,0.13,0.0,0.0,1.0,1.0,0.33,1.0,0.86,0.31
carabiner.csv,0.38,0.74,0.81,0.26,0.1,0.1,0.77,0.09,0.22,0.12,0.47,0.18,0.66,0.17,0.82,0.73,0.39,0.24,0.24,0.31
chipster.csv,0.38,0.29,0.34,0.58,0.54,0.15,0.41,0.16,0.12,0.25,0.44,0.25,0.04,0.43,0.29,0.22,0.0,0.33,0.24,0.31
continuum-ide.csv,1.0,0.06,0.21,0.11,0.1,0.4,0.31,0.22,0.14,0.38,0.15,0.09,0.2,0.5,0.16,0.2,0.11,0.04,0.1,0.19
ctrlr.csv,0.25,0.39,0.4,0.61,0.47,0.55,0.13,0.63,0.34,0.75,0.39,0.4,0.28,0.37,0.35,0.37,0.56,0.22,0.71,0.38
galaxium.csv,0.27,0.58,0.54,0.16,0.66,0.35,0.46,0.45,0.29,0.88,0.26,0.15,0.52,0.13,0.86,0.2,0.5,0.69,0.86,0.5
ingex.csv,0.02,0.81,0.73,0.55,0.68,0.6,0.62,0.57,0.05,0.62,0.32,0.49,0.24,0.17,0.86,0.93,0.72,0.24,0.29,0.25
itext.csv,0.5,0.58,0.65,0.29,0.52,0.2,0.74,0.43,0.58,0.88,0.44,0.45,0.76,0.2,1.0,0.88,0.61,0.43,0.57,0.56
jgnash.csv,0.31,0.32,0.36,0.47,0.21,0.1,0.69,0.1,0.44,0.5,0.76,0.47,0.5,0.27,0.2,0.51,0.61,0.06,0.38,0.56
jppf-project.csv,0.69,0.65,0.77,0.76,0.63,0.85,0.56,0.86,0.73,0.12,0.75,0.69,0.64,0.87,0.76,0.71,0.44,0.88,0.9,0.75
jsr308-langtools.csv,0.77,0.58,0.74,0.74,0.53,0.05,0.82,0.0,0.27,0.62,0.94,0.48,0.06,0.33,0.53,0.93,0.67,0.76,0.48,0.5
lite.csv,0.17,0.13,0.17,0.03,0.03,0.2,0.18,0.14,0.02,0.12,0.0,0.06,0.32,0.2,0.41,0.24,0.28,0.04,0.1,0.06
octet.csv,0.69,0.29,0.78,0.68,0.39,0.85,0.9,0.52,0.66,0.62,0.39,0.6,0.36,0.8,0.18,0.73,0.44,0.45,0.19,0.19
owfs.csv,0.38,0.94,0.59,0.84,0.48,0.65,0.92,0.96,0.69,1.0,0.9,0.62,0.74,0.83,0.88,0.93,0.61,0.41,0.29,0.62
sidekar.csv,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0,0.98,0.0,1.0,0.0,0.0
stemkit.csv,0.15,0.48,0.36,0.39,0.3,0.05,0.03,0.33,0.27,0.25,0.25,0.2,0.1,0.13,0.0,0.15,0.22,0.41,0.52,0.38
ta3d.csv,0.0,0.26,0.36,0.55,0.54,0.3,0.21,0.44,0.25,0.25,0.86,0.13,0.06,0.33,0.51,0.17,0.0,0.25,0.43,0.44
tigermud.csv,0.56,0.52,0.46,0.08,0.37,0.25,0.92,0.28,0.41,0.12,0.21,0.61,0.44,0.6,0.92,0.93,0.94,0.84,0.48,0.12
utgb.csv,0.25,0.26,0.3,0.16,0.28,0.0,0.03,0.17,0.17,0.12,0.12,0.08,0.42,0.2,0.0,0.05,0.06,0.24,0.43,0.38
