,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.47,0.69,0.55,0.77,0.25,0.75,0.52,0.68,0.19,0.9,0.14,0.41,0.55,0.56,0.19,0.41,0.82,0.46,0.76,0.82
bzbyte.csv,0.3,0.67,0.0,0.77,0.08,0.0,0.47,0.0,0.0,0.92,0.14,0.49,0.0,0.0,0.22,0.42,0.81,0.46,0.8,0.37
carabiner.csv,0.41,0.6,0.55,0.6,0.34,0.36,0.51,0.29,0.16,0.42,0.14,0.43,0.51,0.47,0.19,0.45,0.76,0.76,0.37,0.55
chipster.csv,0.32,0.4,0.6,0.57,0.13,0.53,0.57,0.48,0.19,0.65,0.05,0.5,0.0,0.64,0.17,0.08,0.19,0.23,0.22,0.57
continuum-ide.csv,0.3,0.36,0.38,0.4,0.4,0.57,0.62,0.21,0.13,0.57,0.11,0.38,0.1,0.73,0.24,0.69,0.36,0.15,0.2,0.31
ctrlr.csv,0.22,0.32,0.36,0.19,0.1,0.14,0.0,0.3,0.56,0.66,0.16,0.13,0.17,0.04,0.15,0.12,0.74,0.22,0.53,0.29
galaxium.csv,0.39,0.68,0.62,0.61,0.31,0.79,0.44,0.43,0.1,0.94,0.15,0.72,0.53,0.69,0.18,0.16,0.71,0.3,0.61,0.7
ingex.csv,0.4,0.64,0.53,0.71,0.27,0.8,0.33,0.42,0.0,0.74,0.13,0.49,0.56,0.58,0.21,0.39,0.59,0.34,0.48,0.53
itext.csv,0.32,0.57,0.64,0.62,0.35,0.74,0.49,0.5,0.2,0.92,0.15,0.52,0.48,0.79,0.22,0.45,0.83,0.46,0.43,0.76
jgnash.csv,0.36,0.39,0.43,0.68,0.43,0.67,0.51,0.42,0.29,0.68,0.15,0.57,0.5,0.62,0.3,0.56,0.76,0.33,0.46,0.69
jppf-project.csv,0.26,0.64,0.52,0.66,0.24,0.75,0.19,0.41,0.42,0.86,0.15,0.49,0.39,0.48,0.2,0.24,0.59,0.49,0.65,0.62
jsr308-langtools.csv,0.35,0.72,0.55,0.81,0.35,0.93,0.49,0.0,0.15,0.85,0.15,0.52,0.44,0.71,0.3,0.44,0.76,0.49,0.55,0.74
lite.csv,0.26,0.44,0.34,0.12,0.34,0.49,0.22,0.37,0.0,0.44,0.0,0.33,0.33,0.18,0.25,0.61,0.54,0.22,0.15,0.15
octet.csv,0.29,0.46,0.54,0.72,0.31,0.69,0.49,0.32,0.38,0.72,0.06,0.49,0.58,0.71,0.55,0.45,0.4,0.47,0.44,0.42
owfs.csv,0.37,0.67,0.54,0.7,0.32,0.79,0.49,0.42,0.45,0.96,0.13,0.48,0.48,0.69,0.24,0.39,0.67,0.59,0.59,0.8
sidekar.csv,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.22,0.43,0.0,0.46,0.0,0.0
stemkit.csv,0.19,0.41,0.23,0.6,0.23,0.62,0.36,0.24,0.24,0.34,0.34,0.18,0.38,0.57,0.0,0.09,0.15,0.24,0.56,0.39
ta3d.csv,0.17,0.38,0.49,0.48,0.16,0.76,0.39,0.46,0.15,0.58,0.14,0.41,0.0,0.48,0.17,0.24,0.27,0.25,0.31,0.65
tigermud.csv,0.18,0.5,0.42,0.11,0.23,0.44,0.46,0.18,0.36,0.6,0.09,0.39,0.24,0.63,0.2,0.37,0.85,0.45,0.68,0.28
utgb.csv,0.22,0.75,0.39,0.43,0.27,0.24,0.0,0.34,0.0,0.31,0.24,0.21,0.51,0.18,0.0,0.11,0.07,0.3,0.27,0.61
