,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.47,0.38,0.4,0.46,0.42,0.43,0.27,0.52,0.91,0.35,0.35,0.38,0.33,0.48,0.46,0.37,0.4,0.4,0.44,0.4
bzbyte.csv,0.4,0.38,0.0,0.46,0.0,0.0,0.32,0.0,0.0,0.36,0.36,0.77,0.0,0.0,0.45,0.36,0.39,0.4,0.45,0.86
carabiner.csv,0.36,0.33,0.4,0.38,0.95,0.67,0.26,0.96,0.56,0.65,0.41,0.63,0.31,0.47,0.4,0.35,0.35,0.45,0.5,0.4
chipster.csv,0.5,0.55,0.45,0.48,0.54,0.47,0.34,0.63,0.9,0.45,0.64,0.56,0.5,0.46,0.76,0.9,0.83,0.68,0.7,0.52
continuum-ide.csv,0.4,0.9,0.7,0.71,0.88,0.61,0.4,0.96,0.9,0.56,0.92,0.89,0.92,0.4,0.6,0.45,0.73,0.75,0.83,0.9
ctrlr.csv,0.94,0.86,0.79,0.97,0.82,0.93,0.8,0.59,0.78,0.59,0.74,0.85,0.94,0.92,0.95,0.88,0.45,0.93,0.7,0.92
galaxium.csv,0.45,0.38,0.37,0.54,0.41,0.39,0.36,0.51,0.58,0.31,0.57,0.5,0.33,0.42,0.49,0.9,0.38,0.62,0.51,0.32
ingex.csv,0.75,0.42,0.39,0.59,0.45,0.42,0.38,0.46,0.67,0.42,0.56,0.47,0.43,0.43,0.5,0.39,0.5,0.68,0.47,0.44
itext.csv,0.39,0.38,0.34,0.42,0.4,0.38,0.27,0.39,0.47,0.32,0.46,0.38,0.34,0.34,0.45,0.37,0.34,0.54,0.4,0.33
jgnash.csv,0.45,0.62,0.48,0.42,0.6,0.44,0.26,0.91,0.47,0.42,0.37,0.37,0.35,0.37,0.62,0.34,0.38,0.88,0.43,0.31
jppf-project.csv,0.58,0.46,0.41,0.51,0.49,0.44,0.62,0.43,0.6,0.41,0.46,0.43,0.57,0.58,0.57,0.57,0.63,0.43,0.51,0.61
jsr308-langtools.csv,0.39,0.33,0.38,0.43,0.39,0.39,0.27,0.0,0.68,0.33,0.36,0.42,0.92,0.35,0.55,0.36,0.41,0.41,0.37,0.3
lite.csv,0.67,0.73,0.82,0.8,0.9,0.73,0.8,0.88,0.0,0.7,0.0,0.92,0.6,0.9,0.48,0.57,0.5,0.8,0.8,0.75
octet.csv,0.52,0.55,0.39,0.52,0.48,0.48,0.29,0.57,0.62,0.41,0.83,0.45,0.57,0.43,0.8,0.35,0.67,0.57,0.53,0.69
owfs.csv,0.52,0.36,0.39,0.43,0.42,0.37,0.28,0.39,0.53,0.33,0.36,0.41,0.43,0.43,0.42,0.37,0.44,0.44,0.48,0.4
sidekar.csv,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.45,0.36,0.0,0.4,0.0,0.0
stemkit.csv,0.9,0.61,0.79,0.63,0.75,0.53,0.8,0.75,0.67,0.95,0.7,0.95,0.92,0.68,0.0,0.86,0.89,0.85,0.76,0.69
ta3d.csv,0.0,0.61,0.56,0.54,0.53,0.39,0.57,0.5,0.89,0.55,0.39,0.83,0.67,0.67,0.59,0.9,0.89,0.83,0.71,0.44
tigermud.csv,0.76,0.67,0.58,0.86,0.79,0.8,0.33,0.98,0.88,0.56,0.94,0.47,0.9,0.55,0.47,0.4,0.36,0.44,0.61,0.88
utgb.csv,0.62,0.47,0.65,0.8,0.66,0.75,0.0,0.89,0.9,0.94,0.91,0.92,0.37,0.9,0.0,0.67,0.67,0.78,0.56,0.38
