,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.31,0.54,0.64,0.45,1.0,0.23,0.39,0.62,0.52,0.63,0.51,0.46,0.53,0.34,0.31,0.54,0.47,0.6,0.5,0.57
autofac.csv,0.52,0.57,0.57,1.0,0.33,0.37,0.7,0.47,0.4,0.82,0.41,0.73,0.57,0.72,0.47,0.74,0.63,0.45,0.47,0.6
avisynth2.csv,0.02,0.05,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0
azureus.csv,0.13,0.49,0.28,0.25,0.04,0.17,0.4,0.28,0.29,0.64,0.0,0.97,0.32,0.0,0.34,0.54,0.43,0.15,0.09,0.06
coot.csv,0.43,0.27,0.36,0.32,0.29,0.59,0.5,0.22,0.18,0.62,0.34,0.43,0.31,0.36,0.52,0.34,0.32,0.0,0.17,0.98
dsworkbench.csv,0.66,0.5,0.96,0.28,0.43,0.42,0.27,0.44,0.34,0.67,0.34,0.64,0.56,0.59,0.33,0.67,0.52,0.39,0.48,0.21
forester-atv.csv,0.0,1.0,0.17,0.04,0.04,0.12,0.07,0.31,0.0,0.29,0.0,0.19,0.06,0.0,0.17,0.15,0.16,0.07,0.05,0.1
freelords.csv,0.0,0.59,0.49,0.49,0.47,0.98,0.54,0.62,0.55,0.61,0.61,0.42,0.59,0.69,0.45,0.4,0.49,0.54,0.56,0.5
gabel.csv,0.12,0.05,0.07,0.0,0.06,0.01,0.15,0.04,0.06,1.0,0.0,0.17,0.09,0.0,0.17,0.1,0.07,0.0,0.0,0.02
geotools.csv,0.37,0.22,0.36,0.35,0.2,0.33,0.14,0.35,0.0,0.43,0.0,0.36,0.23,0.0,0.17,0.22,0.99,0.14,0.24,0.26
gephex.csv,0.28,0.34,0.49,0.44,0.61,0.42,0.39,0.42,0.06,0.71,0.12,0.37,0.57,0.36,0.51,0.55,0.57,0.58,0.97,0.23
google-collections.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jpaul.csv,0.55,0.66,0.58,0.36,0.29,0.21,1.0,0.46,0.24,0.64,0.0,0.63,0.5,0.7,0.33,0.5,0.43,0.15,0.16,0.21
mycila.csv,0.01,0.22,0.15,0.35,0.34,0.16,0.0,0.25,0.06,0.14,1.0,0.0,0.12,0.0,0.0,0.15,0.1,0.07,0.21,0.06
neodatis-odb.csv,0.0,0.5,0.37,0.46,0.4,0.26,0.14,0.98,0.0,0.14,0.0,0.13,0.38,0.0,0.33,0.18,0.26,0.58,0.37,0.53
octet.csv,0.27,0.72,0.37,0.32,0.12,0.19,0.4,0.31,0.29,0.29,0.24,0.65,0.26,0.0,1.0,0.36,0.19,0.28,0.25,0.02
pokenetonline.csv,0.78,0.65,0.56,0.64,0.4,0.59,0.61,0.47,0.66,0.68,0.59,0.58,1.0,0.7,0.55,0.72,0.71,0.46,0.45,0.68
scenemonitor.csv,0.69,0.5,0.61,0.66,0.4,0.55,0.59,0.51,0.99,0.67,0.41,0.68,0.63,0.58,0.65,0.71,0.55,0.7,0.55,0.58
servicestack.csv,0.0,0.6,0.6,0.56,0.06,0.16,0.62,0.46,0.24,0.53,0.12,0.65,0.42,0.65,0.48,0.51,0.38,0.95,0.05,0.63
twostep.csv,0.0,0.59,0.57,0.68,0.49,0.46,0.58,0.56,0.34,0.63,0.49,0.66,0.5,0.24,0.6,0.96,0.57,0.54,0.4,0.66
