,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.76,0.5,0.53,0.62,0.61,0.92,0.63,0.53,0.43,0.59,0.58,0.58,0.59,0.51,0.79,0.62,0.63,0.6,0.69,0.53
autofac.csv,0.35,0.34,0.42,0.52,0.71,0.58,0.48,0.47,0.7,0.35,0.54,0.37,0.41,0.43,0.47,0.37,0.41,0.81,0.43,0.34
avisynth2.csv,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.67,0.0,0.0,0.5,0.0,0.0,0.0
azureus.csv,0.89,0.42,0.67,0.89,0.67,0.92,0.58,0.7,0.82,0.48,0.71,0.69,0.64,0.5,0.86,0.48,0.57,0.67,0.8,0.67
coot.csv,0.63,0.94,0.74,0.93,0.79,0.54,0.5,0.96,0.75,0.64,0.82,0.61,0.79,0.71,0.47,0.54,0.68,0.8,0.93,0.53
dsworkbench.csv,0.33,0.41,0.41,0.71,0.88,0.61,0.57,0.55,0.64,0.44,0.62,0.43,0.46,0.51,0.62,0.47,0.48,0.53,0.58,0.88
forester-atv.csv,0.0,0.54,0.88,0.0,0.67,0.92,0.0,0.86,0.5,0.79,0.0,0.95,0.75,0.0,0.0,0.67,0.97,0.5,0.86,0.75
freelords.csv,0.42,0.5,0.45,0.42,0.44,0.41,0.45,0.47,0.44,0.52,0.41,0.4,0.34,0.39,0.47,0.44,0.44,0.57,0.38,0.53
gabel.csv,0.88,0.67,0.67,0.0,0.75,0.0,0.5,0.67,0.0,0.88,0.0,0.93,0.8,0.0,0.0,0.67,0.86,0.0,0.0,0.5
geotools.csv,0.72,0.77,0.85,0.7,0.91,0.79,0.9,0.85,0.5,0.89,0.83,0.71,0.94,0.75,0.83,0.92,0.68,0.93,0.94,0.71
gephex.csv,0.68,0.44,0.53,0.5,0.56,0.53,0.57,0.48,0.67,0.4,0.64,0.85,0.45,0.62,0.56,0.43,0.44,0.39,0.49,0.96
google-collections.csv,0.39,0.35,0.36,0.32,0.44,0.38,0.45,0.4,0.31,0.46,0.37,0.38,0.33,0.4,0.45,0.42,0.41,0.41,0.35,0.45
jpaul.csv,0.38,0.47,0.48,0.9,0.94,0.82,0.65,0.62,0.86,0.5,0.8,0.53,0.48,0.8,0.82,0.62,0.56,0.86,0.9,0.94
mycila.csv,0.0,0.85,0.88,0.79,0.96,0.94,0.0,0.75,0.75,0.93,0.9,0.83,0.92,0.75,0.67,0.83,0.97,0.0,0.91,0.75
neodatis-odb.csv,0.66,0.7,0.67,0.6,0.79,0.93,0.91,0.75,0.0,0.96,0.75,0.95,0.7,0.5,0.85,0.93,0.91,0.51,0.69,0.51
octet.csv,0.95,0.39,0.56,0.92,0.88,0.88,0.73,0.94,0.8,0.64,0.8,0.49,0.87,0.75,0.86,0.82,0.94,0.95,0.95,0.75
pokenetonline.csv,0.34,0.34,0.37,0.34,0.51,0.39,0.41,0.34,0.38,0.38,0.42,0.41,0.38,0.36,0.42,0.35,0.33,0.44,0.38,0.35
scenemonitor.csv,0.33,0.33,0.38,0.53,0.55,0.53,0.45,0.48,0.52,0.47,0.59,0.37,0.38,0.39,0.53,0.33,0.41,0.56,0.35,0.38
servicestack.csv,0.94,0.4,0.44,0.68,0.75,0.94,0.67,0.64,0.8,0.63,0.71,0.47,0.62,0.59,0.75,0.73,0.7,0.75,0.67,0.43
twostep.csv,0.59,0.34,0.47,0.53,0.65,0.55,0.57,0.46,0.75,0.51,0.54,0.42,0.49,0.45,0.56,0.5,0.53,0.62,0.69,0.43
