,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.56,0.67,0.71,0.55,0.57,0.13,0.2,0.42,0.64,0.52,0.37,0.69,0.6,0.6,0.62,0.78,0.05,0.47,0.49,0.65
arcallians.csv,0.62,0.64,0.78,0.63,0.74,0.13,0.17,0.45,0.54,0.5,0.47,0.41,0.59,0.56,0.48,0.85,0.06,0.52,0.46,0.41
arianne.csv,0.71,0.65,0.82,0.44,0.68,0.2,0.17,0.4,0.62,0.52,0.32,0.77,0.58,0.55,0.62,0.82,0.05,0.48,0.43,0.62
aztec.csv,0.29,0.59,0.21,0.4,0.67,0.37,0.19,0.46,0.4,0.5,0.51,0.47,0.25,0.44,0.55,0.37,0.09,0.55,0.43,0.55
biopax.csv,0.67,0.67,0.82,0.44,0.66,0.12,0.2,0.4,0.59,0.56,0.32,0.71,0.58,0.57,0.62,0.88,0.05,0.45,0.42,0.65
bl-toolkit.csv,0.58,0.56,0.83,0.29,0.69,0.14,0.28,0.4,0.59,0.53,0.3,0.75,0.61,0.4,0.59,0.4,0.07,0.43,0.4,0.59
clamav.csv,0.51,0.58,0.38,0.36,0.57,0.1,0.25,0.46,0.53,0.68,0.28,0.68,0.51,0.5,0.55,0.35,0.09,0.53,0.31,0.62
crux-framework.csv,0.37,0.29,0.38,0.21,0.31,0.12,0.21,0.41,0.25,0.29,0.29,0.73,0.29,0.42,0.58,0.08,0.35,0.26,0.21,0.31
gnupdate.csv,0.55,0.56,0.32,0.52,0.65,0.13,0.14,0.3,0.64,0.43,0.64,0.58,0.57,0.44,0.26,0.63,0.07,0.42,0.44,0.62
jmule.csv,0.6,0.63,0.73,0.69,0.65,0.3,0.25,0.42,0.62,0.51,0.52,0.6,0.62,0.57,0.62,0.68,0.08,0.56,0.61,0.85
mbse.csv,0.47,0.54,0.3,0.14,0.61,0.08,0.24,0.49,0.58,0.48,0.28,0.74,0.61,0.48,0.48,0.29,0.08,0.45,0.34,0.62
mplayer-ce.csv,0.64,0.71,0.77,0.42,0.68,0.09,0.2,0.4,0.57,0.3,0.34,0.72,0.47,0.54,0.57,0.82,0.06,0.47,0.42,0.59
ng4j.csv,0.31,0.5,0.52,0.46,0.48,0.07,0.05,0.36,0.5,0.53,0.54,0.63,0.47,0.43,0.39,0.71,0.17,0.24,0.63,0.44
ns-3-dev-def-routing.csv,0.48,0.43,0.74,0.63,0.67,0.25,0.15,0.4,0.47,0.42,0.32,0.59,0.52,0.55,0.6,0.69,0.05,0.44,0.46,0.08
openxava.csv,0.48,0.53,0.23,0.06,0.16,0.09,0.31,0.43,0.38,0.62,0.19,0.61,0.51,0.39,0.38,0.2,0.07,0.34,0.35,0.63
phonon-vlc-mplayer.csv,0.48,0.6,0.77,0.71,0.64,0.17,0.2,0.43,0.61,0.47,0.5,0.58,0.61,0.58,0.57,0.58,0.1,0.49,0.53,0.34
qgis.csv,0.46,0.65,0.4,0.58,0.54,0.04,0.17,0.0,0.56,0.24,0.0,0.0,0.48,0.53,0.03,0.8,0.06,0.4,0.42,0.0
vars-redux.csv,0.6,0.6,0.69,0.34,0.58,0.09,0.2,0.41,0.64,0.57,0.24,0.64,0.53,0.51,0.6,0.54,0.05,0.52,0.44,0.61
xamj.csv,0.69,0.62,0.8,0.23,0.65,0.13,0.22,0.4,0.59,0.56,0.15,0.7,0.57,0.51,0.51,0.6,0.07,0.63,0.36,0.63
yafdotnet.csv,0.6,0.59,0.21,0.35,0.6,0.09,0.23,0.52,0.61,0.36,0.46,0.53,0.69,0.5,0.41,0.4,0.07,0.56,0.4,0.64
