,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,89.5,881.5,98.5,393.0,98.5,98.5,170.5,1161.0,196.5,372.0,922.0,99.0,197.5,6063.0,98.5,99.0,97.5
bwapi.csv,98.5,1425.5,98.5,1960.5,98.5,98.5,2907.5,2808.0,286.0,670.5,2254.0,99.0,197.5,15095.5,97.5,99.0,97.5
co-ode-owl-plugins.csv,98.5,726.0,98.5,685.5,98.5,98.5,192.5,221.0,196.0,1383.5,185.5,99.0,89.5,13581.0,98.5,99.0,97.5
firebreath.csv,98.5,1061.0,98.5,1368.5,98.5,98.5,191.5,1669.5,295.0,647.5,1342.0,98.5,98.5,1747.5,94.5,97.5,97.5
frogatto.csv,91.5,423.5,98.5,981.5,98.5,98.5,1886.0,2319.0,97.5,575.0,2155.0,99.0,98.5,15095.5,98.5,97.5,97.5
gretl.csv,283.5,853.0,98.5,981.5,98.5,98.5,1673.0,1963.0,196.0,759.0,1001.5,98.5,196.5,5729.5,98.5,99.0,95.5
jasperreports.csv,285.5,422.5,98.5,1863.0,98.5,98.5,2907.5,2787.0,852.0,377.0,1976.0,98.5,197.5,569.5,98.5,97.5,95.5
konversation.csv,187.0,174.0,98.5,976.5,98.5,98.5,853.0,956.5,97.5,1202.5,1139.0,98.5,95.5,3818.0,94.5,97.5,97.5
linuxsh.csv,98.5,695.0,98.5,488.0,98.5,98.5,121.5,764.0,295.0,1008.5,99.0,98.5,89.5,1153.0,98.5,94.5,1023.5
moviesandbox.csv,98.5,359.0,98.5,879.0,98.5,98.5,657.0,653.5,97.5,1295.0,83.5,96.5,89.5,7607.0,98.5,97.5,97.5
ontomorphtab.csv,98.5,1420.5,98.5,882.5,98.5,98.5,2175.0,2257.5,196.0,824.5,1042.5,98.5,98.5,4127.0,94.5,97.5,95.5
opengs.csv,83.5,538.5,98.5,263.5,98.5,98.5,45.0,42.5,97.5,760.0,0.0,98.5,95.5,11781.5,94.5,95.5,97.5
scite-ru.csv,98.5,159.0,98.5,1469.0,98.5,98.5,993.0,2533.5,97.5,857.5,1734.0,98.5,97.5,15095.5,98.5,99.0,97.5
tokratan.csv,91.5,163.0,98.5,195.0,98.5,98.5,9.5,481.0,97.5,381.0,845.0,99.0,97.5,6742.0,94.5,97.5,97.5
vrjuggler.csv,98.5,244.5,98.5,623.5,98.5,98.5,931.0,1163.0,97.5,826.5,967.0,98.5,94.5,8398.0,98.5,97.5,1084.0
wxcode.csv,91.5,325.0,98.5,1154.0,98.5,97.5,458.5,156.5,0.0,187.0,250.0,96.5,98.5,1642.5,94.5,97.5,97.5
xuggle.csv,98.5,1063.0,98.5,511.0,98.5,98.5,1189.0,1288.0,97.5,187.0,879.5,99.0,97.5,16176.5,94.5,99.0,97.5
