,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.26,0.11,0.2,0.56,1.0,0.13,0.18,0.21
biodwh.csv,0.23,0.32,0.29,0.43,0.12,0.14,0.44,1.0
brlcad.csv,0.81,0.5,0.39,0.51,0.13,0.35,0.55,0.19
critterding.csv,0.25,0.48,1.0,0.57,0.17,0.37,0.5,0.27
jmri.csv,0.39,0.98,0.58,0.31,0.12,0.52,0.8,0.33
nabu-library.csv,0.41,0.6,0.54,0.54,0.21,0.59,0.99,0.18
popeye-chess.csv,0.38,0.52,0.41,0.97,0.18,0.52,0.48,0.28
yarp.csv,0.22,0.42,0.4,0.42,0.12,0.98,0.07,0.18
