,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.53,0.55,0.56,0.49,0.65,0.62,0.47,0.43,0.58,0.54,0.65,0.48,0.45,0.56,0.61
bl-toolkit.csv,0.59,0.71,0.52,0.43,0.74,0.48,0.41,0.67,0.46,0.48,0.48,0.41,0.42,0.37,0.5
bochs.csv,0.52,0.52,0.45,0.48,0.66,0.52,0.8,0.43,0.56,0.54,0.58,0.46,0.4,0.37,0.65
emeraldemu.csv,0.69,0.56,0.57,0.61,0.56,0.87,0.81,0.51,0.64,0.56,0.79,0.46,0.45,0.42,0.7
fbmanager.csv,0.5,0.55,0.71,0.54,0.49,0.75,0.61,0.44,0.57,0.53,0.82,0.89,0.52,0.61,0.63
modellus.csv,0.8,0.96,0.82,0.75,0.97,0.59,0.47,0.72,0.59,0.64,0.62,0.48,0.44,0.45,0.79
openmalaria.csv,0.36,0.43,0.39,0.36,0.5,0.45,0.34,0.36,0.41,0.4,0.5,0.37,0.37,0.43,0.48
pi-qmc.csv,0.71,0.62,0.48,0.47,0.67,0.45,0.41,0.44,0.52,0.52,0.79,0.49,0.43,0.68,0.59
plplot.csv,0.63,0.55,0.54,0.46,0.67,0.44,0.41,0.45,0.48,0.68,0.52,0.42,0.4,0.54,0.67
powerfolder.csv,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.8,0.0
psycle.csv,0.39,0.49,0.42,0.35,0.56,0.39,0.39,0.37,0.4,0.45,0.41,0.38,0.35,0.34,0.43
qgis.csv,0.58,0.51,0.55,0.46,0.6,0.57,0.54,0.47,0.51,0.54,0.51,0.51,0.4,0.55,0.6
sbml.csv,0.38,0.45,0.39,0.36,0.46,0.4,0.35,0.39,0.41,0.47,0.39,0.36,0.35,0.31,0.58
unimrcp.csv,0.8,0.59,0.94,0.9,0.9,0.69,0.65,0.94,0.96,0.88,0.67,0.68,0.56,0.91,0.78
wow-qrsk.csv,0.73,0.65,0.58,0.62,0.75,0.54,0.94,0.51,0.83,0.86,0.68,0.57,0.54,0.54,0.86
