,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.13,0.18,0.12,0.22,0.12,0.09,0.31,0.22,0.25,0.21,0.12,0.2,0.0,0.31,0.14
bl-toolkit.csv,0.23,0.34,0.51,0.66,0.55,0.0,1.0,0.66,0.5,0.53,0.61,0.48,0.59,0.71,0.8
bochs.csv,0.26,0.4,0.75,0.48,0.02,0.5,0.03,0.38,0.53,0.25,0.29,0.52,0.44,0.74,0.2
emeraldemu.csv,0.13,0.09,0.31,0.0,0.12,0.23,0.09,0.19,0.28,0.14,0.06,0.77,0.24,0.83,0.05
fbmanager.csv,0.0,0.46,0.27,0.37,0.5,0.45,0.41,0.38,0.33,0.16,0.14,0.26,0.46,0.5,0.18
modellus.csv,0.03,0.09,0.09,0.19,0.09,0.27,0.39,0.28,0.21,0.12,0.18,0.0,0.27,0.5,0.25
openmalaria.csv,0.55,0.25,0.45,0.64,0.46,0.41,0.47,0.41,0.46,0.44,0.0,0.7,0.69,0.45,0.25
pi-qmc.csv,0.19,0.2,0.4,0.44,0.26,0.41,0.96,0.44,0.41,0.25,0.16,0.26,0.32,0.34,0.0
plplot.csv,0.58,0.58,0.7,0.67,0.69,0.5,1.0,0.84,0.74,0.0,0.63,0.7,0.55,0.57,0.25
powerfolder.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0
psycle.csv,0.61,0.01,0.69,0.81,0.97,0.55,0.88,0.84,0.7,0.68,0.86,0.63,0.86,0.87,0.93
qgis.csv,0.1,0.53,0.0,0.36,0.5,0.64,0.22,0.44,0.37,0.39,0.41,0.34,0.55,0.51,0.14
sbml.csv,0.48,0.48,0.58,0.65,0.36,0.36,0.5,0.0,0.6,0.46,0.53,0.57,0.61,0.85,0.2
unimrcp.csv,0.0,0.07,0.06,0.09,0.06,0.18,0.0,0.0,0.07,0.07,0.0,0.12,0.15,0.18,0.05
wow-qrsk.csv,0.13,0.13,0.2,0.2,0.22,0.32,0.14,0.16,0.0,0.04,0.16,0.17,0.14,0.56,0.02
