,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.57,0.62,0.55,0.41,0.76,0.73,0.48,0.47,0.43,0.48,0.61,0.51,0.0,0.31,0.56
bl-toolkit.csv,0.6,0.68,0.61,0.75,0.71,0.0,1.0,0.92,0.54,0.58,0.67,0.51,0.63,0.71,0.82
bochs.csv,0.62,0.57,0.78,0.54,0.06,0.58,0.89,0.54,0.55,0.49,0.58,0.62,0.51,0.74,0.5
emeraldemu.csv,0.75,0.75,0.65,0.0,0.72,0.83,0.67,0.65,0.51,0.54,0.74,0.78,0.47,0.93,0.68
fbmanager.csv,0.0,0.59,0.73,0.57,0.63,0.85,0.63,0.49,0.61,0.55,0.77,0.76,0.63,0.53,0.62
modellus.csv,0.88,0.76,0.71,0.69,0.73,0.64,0.43,0.75,0.53,0.68,0.55,0.0,0.48,0.53,0.81
openmalaria.csv,0.61,0.45,0.53,0.66,0.56,0.53,0.49,0.48,0.49,0.48,0.0,0.72,0.7,0.45,0.4
pi-qmc.csv,0.7,0.72,0.57,0.58,0.69,0.69,0.96,0.58,0.58,0.62,0.64,0.52,0.49,0.52,0.0
plplot.csv,0.71,0.66,0.77,0.74,0.74,0.62,1.0,0.9,0.76,0.1,0.66,0.71,0.56,0.57,0.6
powerfolder.csv,1.0,1.0,1.0,0.99,0.99,0.98,1.0,1.0,0.97,1.0,0.98,1.0,0.99,0.0,1.0
psycle.csv,0.62,0.03,0.71,0.82,0.97,0.56,0.88,0.84,0.7,0.72,0.86,0.64,0.86,0.96,0.93
qgis.csv,0.54,0.6,0.0,0.44,0.54,0.77,0.6,0.54,0.46,0.48,0.56,0.49,0.59,0.55,0.48
sbml.csv,0.6,0.55,0.64,0.66,0.6,0.51,0.51,0.01,0.62,0.63,0.54,0.6,0.65,0.85,0.37
unimrcp.csv,0.85,0.68,0.86,0.68,0.85,0.84,0.04,0.79,0.65,0.81,0.93,0.66,0.63,1.02,0.73
wow-qrsk.csv,0.69,0.6,0.57,0.46,0.74,0.7,0.75,0.5,0.01,0.76,0.62,0.53,0.59,0.6,0.73
