,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.37,0.5,0.37,0.42,0.37,0.0,0.29,0.43,0.67,0.28,0.28,0.99,0.54,0.42,0.34,0.58
arcallians.csv,0.44,0.34,0.64,0.48,0.99,0.22,0.2,0.37,0.55,0.17,0.26,0.42,0.49,0.18,0.17,0.19
arianne.csv,0.99,0.52,0.67,0.44,0.62,0.12,0.57,0.38,0.54,0.49,0.23,0.62,0.44,0.41,0.31,0.61
aztec.csv,0.55,0.13,0.04,0.08,0.36,0.96,0.11,0.0,0.5,0.47,0.0,0.0,0.4,0.2,0.11,0.23
bl-toolkit.csv,0.55,0.62,0.98,0.44,0.68,0.11,0.19,0.42,0.62,0.51,0.28,0.76,0.52,0.51,0.36,0.56
clamav.csv,0.37,0.57,0.26,0.34,0.14,0.21,0.11,0.29,0.28,1.0,0.24,0.46,0.39,0.51,0.32,0.49
gnupdate.csv,0.25,0.42,0.33,0.46,0.52,0.05,0.41,0.15,0.59,0.08,0.98,0.27,0.45,0.36,0.32,0.39
les-indemodables.csv,0.51,0.59,0.54,0.41,0.61,0.11,0.31,0.4,0.51,0.56,0.39,0.66,0.59,0.54,0.43,0.97
mbse.csv,0.4,0.56,0.53,0.26,0.48,0.11,0.39,0.95,0.43,0.39,0.33,0.68,0.4,0.42,0.35,0.33
ns-3-dev-def-routing.csv,0.33,0.53,0.35,0.54,0.63,0.24,0.02,0.18,0.29,0.36,0.32,0.56,0.39,0.99,0.34,0.48
openxava.csv,0.61,0.35,0.46,0.1,0.25,0.06,0.94,0.37,0.58,0.46,0.3,0.49,0.53,0.41,0.32,0.46
phonon-vlc-mplayer.csv,0.54,0.54,0.58,0.99,0.42,0.27,0.2,0.36,0.54,0.33,0.59,0.32,0.52,0.39,0.36,0.58
qgis.csv,0.42,0.97,0.6,0.49,0.12,0.12,0.17,0.42,0.61,0.09,0.29,0.4,0.53,0.49,0.47,0.59
vars-redux.csv,0.42,0.33,0.24,0.27,0.23,0.18,0.22,0.25,0.98,0.36,0.2,0.49,0.33,0.28,0.24,0.25
xapian.csv,0.45,0.63,0.28,0.55,0.33,0.16,0.18,0.21,0.58,0.27,0.32,0.43,0.38,0.55,1.0,0.45
yafdotnet.csv,0.47,0.44,0.63,0.44,0.52,0.16,0.18,0.39,0.36,0.51,0.33,0.67,0.98,0.5,0.22,0.47
