,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.73,0.75,0.76,0.0,0.0,0.0,0.0,0.0
decidr.csv,0.87,0.66,0.58,0.51,0.78,0.59,0.0,0.12
elynx.csv,0.66,0.64,0.55,0.0,0.0,0.0,1.0,1.0
exist.csv,0.68,0.61,0.56,0.56,0.58,0.81,0.02,0.12
ivatamasks.csv,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libopenmetaverse.csv,0.68,0.61,0.56,0.59,0.56,0.63,0.02,0.12
mule.csv,0.68,0.72,0.55,0.0,0.0,0.0,0.0,0.0
runuomondains.csv,0.68,0.62,0.56,0.0,0.71,0.0,0.0,0.75
