,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.66,0.43,0.78,0.0,0.0,0.0,0.0,0.0
decidr.csv,0.24,0.64,0.56,0.13,0.77,0.33,0.0,0.0
elynx.csv,0.46,0.42,0.52,0.0,0.0,0.0,1.0,0.15
exist.csv,0.09,0.0,0.0,0.32,0.4,0.83,0.41,0.0
ivatamasks.csv,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libopenmetaverse.csv,0.0,0.0,0.0,0.55,0.0,0.65,0.27,0.0
mule.csv,0.0,0.72,0.24,0.0,0.0,0.0,0.0,0.0
runuomondains.csv,0.09,0.38,0.17,0.0,0.53,0.0,0.0,0.43
