,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.69,0.64,0.37,1.0,1.0,1.0,1.0,1.0
decidr.csv,0.8,0.64,0.67,0.97,0.35,0.91,1.23,1.0
elynx.csv,0.86,0.7,0.81,1.0,1.0,1.0,0.0,0.88
exist.csv,0.98,1.0,1.0,0.76,0.89,0.3,0.88,1.0
ivatamasks.csv,0.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0
libopenmetaverse.csv,1.0,1.0,1.0,0.6,1.0,0.67,0.93,1.0
mule.csv,1.0,0.53,0.94,1.0,1.0,1.0,1.0,1.0
runuomondains.csv,0.98,0.89,0.96,1.0,0.57,1.0,1.0,0.63
