,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.89,0.39,0.8,0.0,0.0,0.0,0.0,0.0
decidr.csv,0.2,0.75,0.58,1.0,0.79,0.99,0.0,1.0
elynx.csv,0.79,0.38,0.77,0.0,0.0,0.0,1.0,0.12
exist.csv,0.98,1.0,1.0,0.28,0.94,0.85,1.0,1.0
ivatamasks.csv,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libopenmetaverse.csv,1.0,1.0,1.0,0.53,1.0,0.82,1.0,1.0
mule.csv,1.0,0.81,0.93,0.0,0.0,0.0,0.0,0.0
runuomondains.csv,1.0,0.96,0.97,0.0,0.5,0.0,0.0,0.38
