,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.81,0.72,1.0,0.64,0.73,0.61,0.66,0.8,0.84,0.17,0.72,0.61,0.39,0.52,0.97,0.65
betoffice.csv,0.52,0.74,0.4,0.95,0.78,0.74,0.83,0.64,0.25,0.9,0.72,0.84,0.75,0.6,0.77,0.76
bnetd.csv,0.9,1.0,0.95,0.41,0.4,0.43,0.49,1.0,0.75,0.44,0.72,0.98,0.57,0.67,0.8,0.88
elvishrayrenderer.csv,0.55,0.64,0.05,0.91,0.75,0.7,0.12,0.02,0.24,0.84,0.38,0.51,0.46,0.48,0.6,0.71
emisview.csv,0.19,0.0,0.35,0.36,0.4,0.7,0.17,0.16,0.53,0.0,0.31,0.38,0.21,0.14,0.43,0.03
findbugs.csv,0.81,0.74,1.0,0.32,0.69,0.13,0.95,0.89,0.88,0.19,0.72,0.21,0.61,0.5,0.6,0.59
hazelcast.csv,0.79,0.62,0.55,0.73,0.95,0.91,0.66,0.6,0.85,0.44,0.51,0.79,0.64,0.69,0.8,0.5
jitterbit.csv,0.93,0.98,0.55,0.77,0.85,0.57,0.34,0.11,0.7,0.2,0.92,0.39,0.79,0.55,0.73,0.59
jppf-project.csv,0.52,0.45,0.6,0.27,0.71,0.35,0.73,0.84,0.51,0.57,0.41,0.74,0.61,0.4,0.47,0.47
megasquirtavr.csv,0.98,1.0,0.6,0.77,0.98,1.0,0.93,0.76,0.62,0.95,1.0,0.89,0.96,0.79,0.9,0.71
stajistics.csv,0.6,0.46,0.0,0.95,0.75,1.0,0.15,0.33,0.3,0.91,0.79,0.85,0.79,0.76,0.77,0.74
trackit.csv,0.29,0.03,0.2,0.27,0.2,0.39,0.59,0.07,0.33,0.6,0.41,0.08,0.21,0.33,0.13,0.15
tweetsharp.csv,0.57,0.16,0.8,0.68,0.58,0.57,0.73,0.16,0.59,0.43,0.82,0.12,0.68,0.74,0.63,0.21
wxlua.csv,0.29,0.76,0.65,0.82,0.2,0.17,0.44,0.0,0.5,0.93,0.92,0.43,0.32,0.9,0.2,0.62
x4x.csv,0.74,0.92,0.7,0.5,0.56,0.57,0.78,0.76,0.64,0.52,0.54,0.63,0.64,0.74,0.37,0.76
xharbour.csv,0.86,0.77,0.95,0.86,0.71,0.74,0.95,0.58,0.73,0.73,0.77,0.4,0.89,0.81,0.87,0.71
