,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.38,0.41,0.37,0.4
jajuk.csv,0.45,0.44,0.44,0.34
vapor.csv,0.5,0.77,0.8,0.83
zorannt.csv,0.46,0.95,0.57,0.4
