,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.64,0.58,0.62,0.66,0.75,0.79
google-web-toolkit.csv,0.56,0.96,0.6,0.95,0.52,0.42
open-data-kit.csv,0.38,0.41,0.49,0.53,0.47,0.52
qtractor.csv,0.5,0.42,0.48,0.8,0.43,0.43
quarkplayer.csv,0.86,0.96,0.97,0.98,0.99,0.65
zoolib.csv,0.59,0.61,0.56,0.95,0.62,0.71
