,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.33,0.74,0.15,0.38,0.75
nabu-library.csv,0.15,0.21,0.75,0.28,0.26
pcgen.csv,0.89,0.23,0.91,0.92,0.98
selenium.csv,0.35,0.26,0.53,0.5,0.8
tolven.csv,0.26,0.19,0.23,0.26,0.03
