,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.88,0.85,0.27,0.99,0.9
nabu-library.csv,0.88,0.76,0.76,0.73,0.29
pcgen.csv,0.89,0.4,0.91,0.92,0.98
selenium.csv,0.46,0.45,0.67,0.54,0.95
tolven.csv,0.53,0.41,0.81,0.37,0.91
