,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.45,0.66,0.43,0.37,0.46,0.42,0.6,0.61,0.38,0.65,0.42,0.59,0.57,0.76,0.43,0.42,0.53
enzo.csv,0.78,0.71,0.81,0.98,0.99,0.77,0.9,0.69,0.32,0.97,1.0,0.62,1.0,0.96,0.88,0.94,0.82
hydrogen.csv,1.0,1.0,1.0,0.94,1.0,0.26,0.94,1.0,1.0,1.0,1.0,0.72,1.0,1.0,1.0,1.0,0.54
keyczar.csv,0.47,0.95,0.94,0.82,0.87,1.0,0.92,1.0,0.92,1.0,0.87,1.0,0.32,0.93,0.79,0.9,0.94
lphant.csv,0.78,0.65,0.76,0.37,0.54,0.44,0.63,0.75,0.76,0.72,0.4,0.52,0.67,0.63,0.49,0.48,0.45
lsb.csv,0.26,0.75,0.58,0.61,0.65,0.63,0.53,0.63,0.44,0.56,0.54,0.76,0.62,0.7,0.68,0.58,0.64
maya-work-in-progress.csv,0.7,0.68,0.71,0.23,0.67,0.58,0.67,0.83,0.86,0.68,0.55,0.45,0.51,0.69,0.54,0.71,0.57
mcore3d.csv,0.88,0.53,0.46,0.45,0.96,0.75,0.84,1.0,0.94,0.7,0.54,0.53,0.74,0.86,0.55,0.42,0.88
mscore.csv,0.94,0.68,0.83,0.48,0.4,0.66,0.68,0.81,0.96,0.63,0.75,0.69,0.72,0.66,0.55,0.59,0.5
natpad.csv,0.95,0.63,0.71,0.59,0.64,0.52,0.54,0.72,0.98,0.66,0.62,0.59,0.49,0.63,0.85,0.61,0.43
rocrail.csv,0.91,0.64,0.45,0.39,0.44,0.38,0.67,0.56,0.52,0.58,0.58,0.67,0.86,0.86,0.46,0.24,0.46
salasaga.csv,0.93,0.7,0.76,0.55,0.52,0.46,0.61,0.82,0.97,0.57,0.48,0.38,0.62,0.68,0.73,0.63,0.44
virtuoso.csv,0.91,1.0,0.96,1.0,0.84,0.98,0.96,0.53,1.0,0.77,1.0,0.96,0.56,0.93,0.95,0.99,0.5
xemeiah.csv,0.55,0.59,0.6,0.72,0.65,0.59,0.34,0.8,0.99,0.75,0.68,0.53,0.49,0.47,0.61,0.46,0.51
xined.csv,1.0,1.0,1.0,0.69,1.0,1.0,1.0,1.0,1.0,0.43,1.0,1.0,0.82,1.0,1.0,1.0,1.0
xtreemfs.csv,1.0,0.71,0.56,0.66,0.5,0.68,0.71,0.69,0.79,0.74,0.78,0.56,0.95,0.27,0.62,0.62,0.51
yield.csv,0.89,0.71,0.33,0.46,0.44,0.49,0.62,0.6,0.73,0.84,0.62,0.68,0.51,0.95,0.59,0.6,0.49
