,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,l2j.csv,jruby.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,13.0,5.0,0.0,0.0,1.0,0.0,8.0,0.0
betoffice.csv,0.0,0.0,13.0,0.0,0.0,6.0,2.0,0.0,28.0,0.0,1.0,0.0,19.0,5.0,0.0,0.0,7.0,0.0,11.0,0.0
bionote.csv,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,8.0,2.0,0.0,11.0,1.0
bnetd.csv,0.0,0.0,1.0,4.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,10.0,4.0,3.0,69.0,5.0,0.0,10.0,1.0
elvishrayrenderer.csv,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
emisview.csv,0.0,105.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0
findbugs.csv,0.0,0.0,16.0,2.0,0.0,13.0,1.0,0.0,3.0,0.0,8.0,0.0,12.0,1.0,0.0,0.0,5.0,0.0,11.0,0.0
hazelcast.csv,0.0,0.0,1.0,7.0,0.0,10.0,0.0,0.0,7.0,0.0,4.0,0.0,12.0,0.0,2.0,3.0,2.0,0.0,6.0,0.0
jitterbit.csv,0.0,0.0,2.0,0.0,3.0,6.0,0.0,3.0,1.0,0.0,1.0,0.0,15.0,3.0,0.0,8.0,3.0,0.0,18.0,0.0
jppf-project.csv,0.0,0.0,18.0,3.0,0.0,11.0,2.0,0.0,5.0,2.0,1.0,0.0,13.0,5.0,3.0,0.0,2.0,0.0,9.0,0.0
jruby.csv,0.0,105.0,2.0,1.0,2.0,3.0,0.0,0.0,7.0,0.0,73.0,0.0,59.0,1.0,2.0,54.0,1.0,0.0,3.0,0.0
kolmafia.csv,0.0,0.0,18.0,6.0,0.0,7.0,1.0,0.0,3.0,0.0,1.0,0.0,12.0,0.0,0.0,59.0,6.0,0.0,15.0,0.0
l2j.csv,0.0,0.0,1.0,6.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,3.0,4.0,39.0,0.0,0.0,8.0,3.0
megasquirtavr.csv,0.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,1.0,0.0,11.0,5.0,0.0,0.0,5.0,0.0,9.0,0.0
qedo.csv,1.0,5.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,16.0,2.0,1.0,4.0,0.0,1.0,6.0,3.0
stajistics.csv,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,13.0,0.0,2.0,0.0,11.0,5.0,0.0,15.0,1.0,0.0,3.0,0.0
trackit.csv,1.0,0.0,9.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,59.0,5.0,0.0,0.0,1.0,0.0,3.0,3.0
wxlua.csv,0.0,0.0,18.0,0.0,0.0,5.0,2.0,89.0,4.0,0.0,1.0,0.0,13.0,4.0,0.0,0.0,3.0,0.0,7.0,0.0
x4x.csv,0.0,0.0,10.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0,1.0,0.0,15.0,4.0,0.0,0.0,3.0,0.0,10.0,0.0
xharbour.csv,0.0,0.0,8.0,1.0,1.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,78.0,1.0,0.0,6.0,0.0
