,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.38,0.95,0.58,0.62,0.41,0.31,0.35,0.63,0.49,0.45,0.4,0.6,0.24,0.55
chrysalis.csv,0.55,0.54,0.65,0.72,0.65,0.0,0.71,0.53,0.34,0.46,0.66,0.24,0.27,0.94
etics.csv,0.93,0.5,0.0,0.53,0.47,0.68,0.69,0.64,0.61,0.46,0.72,0.12,0.45,0.44
flexpay.csv,0.25,0.43,0.21,0.3,0.0,0.43,0.36,0.0,0.93,0.61,0.21,0.01,0.56,0.31
ifmo-game-1.csv,0.0,0.04,0.31,0.17,0.0,0.88,0.0,0.02,0.12,0.0,0.04,0.11,0.0,0.0
jcl.csv,0.0,0.01,0.21,0.22,0.36,0.0,0.0,0.12,0.09,0.36,0.13,0.0,0.94,0.09
linuxsh.csv,0.71,0.25,1.0,0.46,0.52,0.32,0.65,0.42,0.5,0.73,0.69,0.78,0.47,0.45
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.17,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
openmeetings.csv,0.36,0.37,0.32,1.0,0.22,0.48,0.38,0.4,0.24,0.23,0.22,0.58,0.47,0.35
plato.csv,0.41,0.42,0.0,0.21,0.59,0.47,0.0,1.0,0.56,0.44,0.4,0.11,0.42,0.37
projecteqemu.csv,0.36,0.31,0.49,0.6,0.12,0.47,0.88,0.15,0.56,0.14,0.98,0.63,0.6,0.3
scite-ru.csv,0.21,0.48,0.38,0.58,0.87,0.56,0.57,0.58,0.09,0.39,0.71,0.0,0.05,0.64
uclmda.csv,0.0,0.29,0.41,0.17,0.12,0.17,0.0,0.17,0.38,0.0,0.04,1.0,0.17,0.13
vrjuggler.csv,0.0,0.38,0.0,0.36,0.22,0.17,0.0,0.52,0.25,0.9,0.32,0.07,0.33,0.0
