,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.68,0.34,0.22,0.44,0.58,0.38,0.43,0.64,0.51,0.62,0.57,0.19,0.51,0.48,0.72,0.53,0.29,0.63,0.3,0.76
buddata-ebxml-registry.csv,0.47,0.21,0.13,0.37,0.89,0.78,0.43,0.48,0.58,0.59,0.66,0.18,0.81,0.49,0.7,0.76,0.08,0.63,0.96,0.83
cornerstone.csv,0.52,0.28,0.31,0.37,0.35,0.44,0.23,0.39,0.08,0.12,0.7,0.11,0.56,0.43,0.6,0.43,0.24,0.36,0.46,0.13
emeraldemu.csv,0.55,0.3,0.16,0.23,0.27,0.32,0.47,0.66,0.52,0.68,0.58,0.2,0.71,0.45,0.68,0.54,0.22,0.56,0.57,0.75
jahshakafx.csv,0.69,0.35,0.19,0.37,0.5,0.42,0.47,0.59,0.57,0.67,0.62,0.19,0.6,0.53,0.67,0.63,0.19,0.58,0.65,0.8
jaolt.csv,0.66,0.32,0.16,0.25,0.35,0.38,0.53,0.55,0.52,0.57,0.51,0.16,0.76,0.45,0.68,0.65,0.22,0.55,0.52,0.81
kmess.csv,0.48,0.27,0.14,0.25,0.38,0.37,0.59,0.59,0.53,0.63,0.51,0.16,0.27,0.36,0.66,0.72,0.18,0.56,0.44,0.65
maya-work-in-progress.csv,0.53,0.3,0.2,0.32,0.88,0.69,0.41,0.49,0.57,0.8,0.71,0.22,0.74,0.48,0.7,0.7,0.07,0.66,0.79,0.72
mia.csv,0.4,0.28,0.19,0.3,0.11,0.34,0.39,0.42,0.46,0.55,0.58,0.3,0.24,0.53,0.27,0.48,0.22,0.43,0.14,0.66
mp-rechnungs-und-kundenverwaltung.csv,0.66,0.34,0.19,0.35,0.27,0.44,0.4,0.56,0.56,0.56,0.5,0.17,0.73,0.51,0.65,0.58,0.14,0.52,0.48,0.83
novembre.csv,0.66,0.33,0.13,0.22,0.36,0.48,0.59,0.42,0.53,0.5,0.53,0.06,0.54,0.49,0.7,0.54,0.33,0.51,0.56,0.48
ns-3.csv,0.55,0.32,0.11,0.34,0.59,0.73,0.46,0.33,0.49,0.57,0.58,0.13,0.72,0.48,0.7,0.71,0.07,0.62,0.72,0.75
nullc.csv,0.46,0.21,0.11,0.23,0.78,0.53,0.5,0.52,0.46,0.34,0.64,0.15,0.75,0.37,0.71,0.69,0.2,0.55,0.73,0.79
open-beos.csv,0.66,0.33,0.23,0.33,0.59,0.52,0.46,0.53,0.62,0.55,0.42,0.17,0.67,0.5,0.72,0.6,0.16,0.59,0.62,0.68
pixel-commandos.csv,0.07,0.21,0.1,0.18,0.25,0.24,0.43,0.25,0.21,0.17,0.1,0.0,0.24,0.22,0.41,0.4,0.57,0.3,0.45,0.31
plee-the-bear.csv,0.66,0.29,0.27,0.06,0.6,0.67,0.39,0.37,0.55,0.71,0.57,0.16,0.73,0.46,0.6,0.64,0.13,0.55,0.8,0.75
reaper-ecad.csv,0.37,0.15,0.13,0.38,0.28,0.03,0.12,0.28,0.1,0.06,0.21,0.18,0.26,0.0,0.22,0.16,0.0,0.11,0.26,0.1
unladen-swallow.csv,0.42,0.3,0.21,0.06,0.27,0.48,0.39,0.42,0.48,0.55,0.39,0.16,0.74,0.46,0.65,0.22,0.11,0.26,0.24,0.34
xmoto.csv,0.52,0.29,0.19,0.12,0.64,0.64,0.5,0.52,0.51,0.58,0.54,0.14,0.5,0.3,0.69,0.65,0.12,0.69,0.72,0.21
zxing.csv,0.62,0.31,0.2,0.25,0.53,0.38,0.44,0.55,0.46,0.5,0.55,0.15,0.68,0.42,0.69,0.6,0.19,0.53,0.54,0.83
