,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.56,0.42,0.44,0.06,0.61,0.98,0.15,0.44,0.23,0.11
fontforge.csv,0.43,0.54,0.44,0.33,0.7,0.47,0.17,0.96,0.3,0.26
hatari.csv,0.65,0.57,1.0,0.39,0.68,0.58,0.13,0.6,0.22,0.29
jcl.csv,0.0,0.47,0.0,0.18,0.16,0.06,0.0,0.15,0.96,0.0
ltp.csv,0.12,0.27,0.24,0.46,0.99,0.1,0.0,0.25,0.29,0.14
net-snmp.csv,0.96,0.45,0.49,0.33,0.62,0.38,0.12,0.63,0.24,0.17
opde.csv,0.55,0.47,0.51,0.98,0.71,0.5,0.1,0.39,0.23,0.18
powerfolder-.csv,0.29,1.0,0.47,0.18,0.14,0.29,0.33,0.5,0.24,0.24
quantlib.csv,0.44,0.44,0.45,0.38,0.49,0.58,0.13,0.5,0.22,0.96
