,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.44,0.39,0.48,0.1,0.66,1.0,0.08,0.42,0.14,0.14
fontforge.csv,0.38,0.43,0.48,0.55,0.69,0.42,0.09,1.0,0.19,0.23
hatari.csv,0.55,0.45,1.0,0.35,0.75,0.51,0.07,0.47,0.14,0.24
jcl.csv,0.0,0.83,0.0,0.38,0.72,0.67,0.0,1.0,1.0,0.0
ltp.csv,0.3,0.26,0.42,0.8,0.99,0.33,0.0,0.5,0.43,0.4
net-snmp.csv,1.0,0.38,0.83,0.35,0.72,0.42,0.07,0.49,0.16,0.15
opde.csv,0.48,0.36,0.67,1.0,0.71,0.45,0.05,0.47,0.13,0.13
powerfolder-.csv,0.57,1.0,0.71,0.38,0.44,0.41,0.2,0.5,0.14,0.29
quantlib.csv,0.61,0.31,0.82,0.33,0.62,0.43,0.07,0.44,0.12,1.0
