,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.76,0.45,0.41,0.04,0.56,0.95,1.0,0.46,0.64,0.08
fontforge.csv,0.49,0.71,0.41,0.24,0.71,0.52,1.0,0.92,0.79,0.29
hatari.csv,0.78,0.81,1.0,0.44,0.62,0.67,1.0,0.83,0.57,0.38
jcl.csv,0.0,0.32,0.0,0.12,0.09,0.03,0.0,0.08,0.93,0.0
ltp.csv,0.07,0.29,0.17,0.32,0.99,0.06,0.0,0.17,0.21,0.08
net-snmp.csv,0.93,0.55,0.34,0.32,0.54,0.35,1.0,0.88,0.43,0.21
opde.csv,0.63,0.65,0.41,0.96,0.72,0.56,1.0,0.33,0.79,0.29
powerfolder-.csv,0.2,1.0,0.34,0.12,0.09,0.23,1.0,0.5,0.86,0.21
quantlib.csv,0.34,0.71,0.31,0.44,0.4,0.91,1.0,0.58,1.0,0.92
