,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.33,0.43,0.6,0.22,0.16,0.25,0.29,0.31,0.1,0.23,0.21,0.34,0.37,0.67,0.59,0.56,0.03,0.6
archive-crawler.csv,0.69,0.42,0.45,0.27,0.25,0.4,0.53,0.63,0.1,0.34,0.27,0.56,0.51,0.58,0.62,0.46,0.02,0.57
customwars.csv,0.52,0.68,0.46,0.24,0.32,0.37,0.47,0.56,0.29,0.47,0.24,0.37,0.35,0.43,0.45,0.55,0.17,0.61
gbif-providertoolkit.csv,0.54,0.33,0.51,0.29,0.3,0.51,0.28,0.62,0.38,0.49,0.25,0.39,0.27,0.53,0.59,0.58,0.14,0.44
gss.csv,0.81,0.65,0.56,0.19,0.33,0.29,0.56,0.71,0.12,0.59,0.26,0.42,0.5,0.58,0.7,0.85,0.19,0.81
heekscad.csv,0.8,0.68,0.5,0.26,0.32,0.35,0.57,0.56,0.22,0.54,0.28,0.47,0.48,0.51,0.64,0.84,0.07,0.71
ikvm.csv,0.45,0.5,0.89,0.19,0.12,0.27,0.35,0.55,0.15,0.39,0.22,0.35,0.41,0.35,0.35,0.69,0.23,0.69
jaxen.csv,0.67,0.59,0.6,0.23,0.17,0.33,0.42,0.81,0.53,0.44,0.26,0.4,0.43,0.58,0.66,0.77,0.15,0.69
jcae.csv,0.61,0.49,0.34,0.48,0.31,0.38,0.41,0.08,0.28,0.55,0.34,0.47,0.31,0.39,0.49,0.59,0.05,0.54
levent.csv,0.67,0.0,0.0,0.44,0.0,0.35,0.58,0.77,0.16,0.52,0.26,0.29,0.64,0.59,0.83,0.19,0.0,0.73
nicepress.csv,0.71,0.63,0.35,0.13,0.3,0.37,0.45,0.79,0.29,0.73,0.23,0.45,0.58,0.55,0.71,0.61,0.05,0.46
pnotepad.csv,0.73,0.64,0.54,0.19,0.31,0.28,0.54,0.7,0.14,0.49,0.27,0.47,0.59,0.51,0.76,0.93,0.14,0.69
qcad2.csv,0.44,0.6,0.43,0.32,0.24,0.18,0.63,0.66,0.11,0.35,0.29,0.49,0.57,0.59,0.81,0.52,0.03,0.69
qedo.csv,0.15,0.21,0.39,0.12,0.1,0.2,0.06,0.44,0.0,0.16,0.0,0.12,0.17,0.0,0.11,0.64,0.36,0.27
quarkplusplus.csv,0.5,0.28,0.31,0.23,0.29,0.1,0.44,0.58,0.03,0.18,0.35,0.27,0.59,0.36,0.73,0.44,0.08,0.22
sigil.csv,0.77,0.64,0.46,0.26,0.27,0.31,0.58,0.38,0.14,0.51,0.29,0.41,0.6,0.68,0.85,0.75,0.06,0.59
xcsoar.csv,0.72,0.69,0.49,0.28,0.28,0.42,0.58,0.56,0.2,0.54,0.28,0.45,0.39,0.47,0.74,0.29,0.06,0.55
xuggle.csv,0.68,0.64,0.61,0.19,0.43,0.31,0.34,0.51,0.26,0.54,0.18,0.43,0.49,0.47,0.65,0.7,0.21,0.58
