,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.23,0.36,0.64,0.44,0.2,0.36,0.23,0.18,0.2,0.17,0.53,0.35,0.33,0.71,0.5,0.42,0.05,0.6
archive-crawler.csv,0.61,0.29,0.41,0.33,0.33,0.43,0.65,0.49,0.6,0.31,0.71,0.65,0.5,0.67,0.48,0.31,0.05,0.53
customwars.csv,0.38,0.75,0.41,1.0,0.33,0.5,0.44,0.41,1.0,0.42,0.35,0.57,0.25,0.62,0.33,0.38,0.59,0.5
gbif-providertoolkit.csv,0.49,0.29,0.64,0.78,0.63,0.71,0.25,0.53,0.8,0.78,0.59,0.43,0.21,0.43,0.52,0.46,0.18,0.4
gss.csv,0.92,0.88,0.91,1.0,0.76,0.86,0.75,0.73,1.0,0.81,0.88,0.65,0.46,1.0,0.71,0.75,0.86,0.77
heekscad.csv,0.77,0.71,0.59,1.0,0.78,0.79,0.67,0.43,0.8,0.75,0.88,0.7,0.42,0.62,0.52,0.81,0.23,0.7
ikvm.csv,0.44,0.57,0.91,0.56,0.48,0.79,0.5,0.49,0.4,0.47,0.53,0.57,0.46,0.38,0.33,0.62,0.64,0.77
jaxen.csv,0.79,0.89,0.68,1.0,0.65,1.0,0.71,0.94,1.0,0.75,0.94,0.78,0.54,0.95,0.75,0.75,0.68,0.83
jcae.csv,0.49,0.34,0.27,0.89,0.41,0.43,0.31,0.04,0.8,0.58,0.65,0.65,0.21,0.33,0.33,0.44,0.05,0.47
levent.csv,0.66,0.0,0.0,0.67,0.0,0.86,0.92,0.71,1.0,0.89,1.0,0.3,0.96,1.0,1.0,0.1,0.0,0.9
nicepress.csv,0.79,0.79,0.32,0.22,0.61,0.64,0.58,0.96,0.8,0.81,0.53,0.65,0.79,0.81,0.85,0.44,0.18,0.37
pnotepad.csv,0.64,0.89,0.82,1.0,0.72,0.86,0.81,0.67,1.0,0.78,1.0,0.74,0.71,0.81,0.81,0.88,0.59,0.67
qcad2.csv,0.29,0.54,0.36,1.0,0.46,0.14,0.77,0.53,0.4,0.25,0.41,0.78,0.58,0.86,0.83,0.35,0.14,0.67
qedo.csv,0.09,0.18,0.41,0.33,0.28,0.36,0.06,0.37,0.0,0.17,0.0,0.09,0.12,0.0,0.08,0.54,0.82,0.17
quarkplusplus.csv,0.34,0.18,0.36,0.44,0.54,0.07,0.48,0.47,0.2,0.11,0.35,0.22,0.62,0.24,0.63,0.29,0.27,0.13
sigil.csv,0.77,0.75,0.55,0.78,0.72,0.5,0.88,0.24,1.0,0.61,0.94,0.61,0.71,0.76,0.85,0.67,0.27,0.67
xcsoar.csv,0.65,0.68,0.41,0.89,0.35,0.64,0.85,0.45,0.8,0.67,0.82,0.83,0.38,0.57,0.75,0.17,0.23,0.5
xuggle.csv,0.66,0.93,0.68,1.0,0.76,0.71,0.33,0.39,0.8,0.64,0.35,0.65,0.58,0.67,0.56,0.56,0.82,0.53
