,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.57,0.48,0.95,0.56,0.53,0.51,0.0,0.14
decidr.csv,0.66,0.62,0.34,0.63,0.99,0.56,0.0,0.12
exist.csv,0.28,0.61,0.06,0.27,0.62,0.96,0.0,0.19
ivatamasks.csv,0.99,0.71,0.55,0.57,0.7,0.61,0.11,0.28
libopenmetaverse.csv,0.75,0.67,0.52,1.0,0.67,0.46,0.04,0.3
mule.csv,0.48,0.98,0.15,0.45,0.44,0.39,0.0,0.21
runuomondains.csv,0.41,0.2,0.36,0.24,0.13,0.27,0.0,0.86
