,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.47,0.43,0.04,0.51,0.23,0.35,0.54,0.53
decidr.csv,0.21,0.52,0.27,0.4,0.01,0.44,0.34,0.63
exist.csv,0.0,0.38,0.04,0.23,0.23,0.01,0.1,0.36
ivatamasks.csv,0.02,0.47,0.33,0.54,0.48,0.46,0.29,0.49
libopenmetaverse.csv,0.87,0.82,0.94,0.0,0.84,0.6,0.83,0.54
mule.csv,0.06,0.02,0.06,0.43,0.17,0.2,0.31,0.31
runuomondains.csv,0.26,0.12,0.27,0.03,0.21,0.2,0.15,0.0
