,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.69,0.73,0.08,0.66,0.62,0.67,1.14,0.82
decidr.csv,0.51,0.66,0.8,0.54,0.02,0.65,1.06,0.89
exist.csv,0.84,0.59,0.97,0.84,0.52,0.06,1.01,0.72
ivatamasks.csv,0.02,0.55,0.61,0.67,0.55,0.62,0.29,0.55
libopenmetaverse.csv,0.89,0.85,1.01,0.0,0.86,0.82,0.83,0.56
mule.csv,0.68,0.03,0.92,0.72,0.7,0.75,1.05,0.7
runuomondains.csv,0.76,0.89,0.78,0.86,0.94,0.85,1.01,0.25
