,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.42,0.45,0.43,0.35,0.36,0.59,0.36,0.35,0.42,0.39,0.45,0.4,0.31,0.4
carabiner.csv,0.46,0.38,0.32,0.37,0.34,0.52,0.52,0.39,0.36,0.35,0.53,0.41,0.37,0.46
elvishrayrenderer.csv,0.45,0.71,0.31,0.46,0.39,0.69,0.52,0.49,0.58,0.66,0.68,0.52,0.35,0.69
fleet-simulator.csv,0.41,0.37,0.28,0.36,0.33,0.41,0.52,0.32,0.29,0.37,0.46,0.41,0.37,0.35
gmerlin.csv,0.0,0.4,0.27,0.32,0.32,0.4,0.31,0.44,0.35,0.37,0.45,0.33,0.33,0.43
gnome-jabber.csv,0.42,0.43,0.3,0.39,0.35,0.74,0.48,0.4,0.43,0.34,0.47,0.47,0.38,0.38
ipfilter.csv,0.46,0.83,0.39,0.4,0.41,0.4,0.54,0.49,0.43,0.46,0.46,0.56,0.38,0.63
irplus.csv,0.45,0.42,0.37,0.45,0.4,0.62,0.45,0.35,0.53,0.35,0.4,0.33,0.29,0.33
mevenide.csv,0.89,0.0,0.86,0.75,0.73,0.83,0.8,0.86,0.67,0.69,0.72,0.55,0.47,0.5
moving-pictures.csv,0.95,0.48,0.48,0.56,0.37,0.9,0.33,0.71,0.81,0.35,0.66,0.36,0.36,0.37
opensim4opencog.csv,0.51,0.42,0.53,0.43,0.36,0.69,0.43,0.33,0.41,0.38,0.46,0.41,0.5,0.4
rockbox.csv,0.67,0.48,0.56,0.58,0.88,0.71,0.38,0.43,0.44,0.4,0.54,0.64,0.35,0.37
ta3d.csv,0.83,0.0,0.0,0.85,0.9,0.76,0.75,0.0,0.59,0.9,0.72,0.47,0.0,0.0
xcmetadataservicestoolkit.csv,0.61,0.67,0.71,0.65,0.39,0.6,0.53,0.48,0.45,0.42,0.55,0.41,0.42,0.67
