,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.56,0.47,0.67,1.0,0.83,0.75,0.92,0.73,1.0,0.69,0.73,0.59,0.47
bibletime.csv,0.88,0.54,0.75,0.45,0.65,0.6,0.47,0.62,0.58,0.6,0.6,0.63,0.42
boost.csv,0.49,0.57,0.64,0.4,0.75,0.59,0.45,0.45,0.55,0.62,0.57,0.57,0.47
codepurge.csv,0.55,0.6,0.66,0.69,0.65,0.62,0.74,0.7,0.46,0.58,0.67,0.4,0.73
etics.csv,0.24,0.66,0.59,0.44,0.85,0.51,0.62,0.64,0.54,0.42,0.83,0.73,0.4
gusanos.csv,0.47,0.53,0.59,0.73,0.52,0.84,0.57,0.83,0.25,0.66,0.68,0.74,0.54
kvs.csv,0.56,0.65,0.86,0.78,0.35,0.71,0.92,0.65,0.75,0.6,0.69,0.96,0.84
mcore3d.csv,1.0,0.67,0.54,0.55,0.76,0.49,0.81,0.86,0.6,0.64,0.58,0.57,0.6
modellus.csv,0.55,0.67,0.57,0.56,0.9,0.5,0.31,0.58,0.54,0.74,0.65,0.74,0.46
monetdb.csv,0.92,0.7,0.58,0.73,1.0,0.44,0.49,0.74,0.69,0.6,0.79,0.64,0.81
projecteqemu.csv,0.49,0.64,0.59,0.52,0.9,0.55,0.68,0.69,0.57,0.37,0.86,0.73,0.58
pydev.csv,0.37,0.58,0.64,0.65,0.72,0.64,0.74,0.76,0.77,0.68,0.43,0.76,0.5
xbplayer.csv,0.63,0.64,0.59,0.44,0.85,0.49,0.6,0.49,0.57,0.64,0.67,0.6,0.56
