,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.54,0.44,0.58,0.0,0.4,0.36,0.9,0.51,0.0,0.92,0.7,0.58,0.37
bibletime.csv,0.41,0.44,0.4,0.48,0.4,0.39,0.38,0.46,0.4,0.36,0.35,0.62,0.38
boost.csv,0.43,0.57,0.43,0.44,0.57,0.46,0.4,0.55,0.44,0.39,0.39,0.56,0.37
codepurge.csv,0.64,0.41,0.51,0.39,0.44,0.35,0.7,0.65,0.42,0.41,0.57,0.63,0.58
etics.csv,0.47,0.68,0.49,0.52,0.9,0.44,0.68,0.63,0.5,0.45,0.77,0.82,0.44
gusanos.csv,0.44,0.4,0.38,0.41,0.43,0.35,0.37,0.44,0.39,0.45,0.32,0.45,0.37
kvs.csv,0.5,0.62,0.95,0.57,0.57,0.54,0.95,0.51,0.51,0.45,0.34,0.67,0.81
mcore3d.csv,0.0,0.61,0.45,0.43,0.42,0.45,0.48,0.97,0.5,0.36,0.45,0.65,0.47
modellus.csv,0.64,0.66,0.52,0.45,0.86,0.53,0.42,0.53,0.46,0.91,0.51,0.5,0.42
monetdb.csv,0.5,0.61,0.48,0.96,0.83,0.5,0.46,0.61,0.86,0.61,0.53,0.64,0.93
projecteqemu.csv,0.56,0.66,0.59,0.42,0.67,0.49,0.76,0.69,0.56,0.49,0.4,0.87,0.49
pydev.csv,0.45,0.62,0.63,0.61,0.46,0.59,0.79,0.79,0.64,0.33,0.51,0.85,0.4
xbplayer.csv,0.6,0.49,0.53,0.51,0.9,0.53,0.54,0.49,0.55,0.36,0.36,0.49,0.42
