,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.63,0.48,0.0,0.35,0.24,0.0,0.63,0.47,0.5,0.17,0.26,0.18,0.14,0.67,0.89,0.17,0.0,0.7,0.0,0.39
alleg.csv,0.56,0.38,0.27,0.72,0.24,0.74,0.66,0.53,0.21,0.2,0.11,0.3,0.03,0.35,0.72,0.13,0.95,0.72,0.63,0.61
biodwh.csv,0.65,0.75,0.0,0.8,0.4,0.68,1.0,0.5,0.33,0.0,0.25,0.2,0.0,0.75,1.0,0.35,1.0,0.62,0.62,0.78
factor.csv,0.53,0.25,0.08,1.0,0.26,0.65,1.0,0.65,0.22,0.57,0.18,0.0,0.05,0.5,0.0,0.29,0.88,0.91,0.71,0.2
iaml.csv,0.6,0.37,0.38,0.52,0.14,0.76,0.76,0.64,0.29,0.12,0.17,0.21,0.14,0.64,0.62,0.17,1.0,0.55,0.5,0.81
icescrum.csv,0.65,0.45,0.46,0.67,0.32,0.71,0.62,0.53,0.28,0.27,0.14,0.18,0.09,0.68,0.78,0.17,1.0,0.63,0.52,0.65
jbasic.csv,0.45,0.31,0.3,0.67,0.23,0.61,0.49,0.51,0.19,0.2,0.09,0.2,0.07,0.4,0.0,0.15,0.97,0.58,0.52,0.53
jcache.csv,0.48,0.35,0.25,0.57,0.5,0.62,0.48,0.59,0.21,0.26,0.09,0.27,0.11,0.45,0.91,0.22,0.97,0.68,0.43,0.82
ktc.csv,0.7,0.55,0.28,0.69,0.35,0.65,0.51,0.56,0.28,0.2,0.18,0.23,0.09,0.46,0.89,0.2,0.98,0.67,0.57,0.9
moast.csv,0.16,0.27,0.0,0.49,0.27,0.62,0.54,0.55,0.22,0.19,0.05,0.16,0.0,0.36,1.0,0.15,0.96,0.33,0.4,0.34
natpad.csv,0.62,0.39,0.12,0.68,0.27,0.7,0.83,0.53,0.23,0.27,0.13,0.27,0.04,0.36,0.85,0.13,0.95,0.83,0.64,0.68
nebuladevice.csv,0.47,0.31,0.37,0.36,0.33,0.83,0.43,0.31,0.08,0.0,0.08,0.34,0.02,0.25,0.81,0.04,0.95,0.71,0.0,0.18
nosleepsoftware.csv,0.36,0.25,0.55,0.33,0.0,0.86,0.41,0.4,0.2,0.0,0.12,0.33,0.0,0.0,0.27,0.1,1.0,0.29,0.27,0.75
pixel-commandos.csv,0.54,0.5,0.0,0.71,0.24,0.56,0.67,0.64,0.21,0.23,0.0,0.13,0.4,0.43,0.99,0.27,1.0,1.0,0.62,1.0
riff-evolve.csv,0.63,0.5,0.0,0.68,0.27,0.61,0.62,0.74,0.36,0.25,0.36,0.19,0.14,0.5,0.92,0.19,1.0,0.81,0.6,0.76
rosegarden.csv,0.59,0.54,0.2,0.62,0.33,0.66,0.59,0.49,0.27,0.27,0.24,0.22,0.13,0.47,0.76,0.24,0.97,0.48,0.56,0.74
smarttag.csv,0.47,0.32,0.26,0.53,0.36,0.63,0.58,0.47,0.17,0.17,0.1,0.22,0.05,0.41,0.48,0.18,0.97,0.65,0.62,0.68
wxcode.csv,0.7,0.56,0.5,0.64,0.0,0.67,0.45,0.51,0.3,0.43,0.33,0.26,0.12,0.56,0.35,0.29,0.98,0.3,0.59,0.75
xined.csv,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.71
zemljanka.csv,0.4,0.28,0.27,0.48,0.31,0.63,0.58,0.5,0.18,0.17,0.08,0.18,0.06,0.46,0.9,0.15,1.0,0.63,0.4,0.45
