,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.9,0.97,0.7,0.1,0.81,0.89,0.96,0.84,0.89,0.77
flylegacy.csv,0.96,0.78,0.0,0.7,0.79,0.71,0.8,0.7,0.79,0.8
jguard.csv,0.7,0.82,0.62,0.65,0.66,0.03,0.86,0.72,0.75,0.92
m-a-d-n-e-s-s.csv,0.66,0.81,0.77,0.77,0.62,0.8,0.62,0.68,0.08,0.89
mob-sen-plat.csv,0.74,0.0,0.9,0.69,0.85,0.54,0.87,0.83,0.69,0.65
raygina.csv,0.0,0.91,0.55,0.57,0.75,0.95,0.85,0.75,0.63,0.86
st-filteredstatistics.csv,0.6,0.82,0.72,0.69,0.79,0.61,0.76,0.0,0.65,0.79
upp-mirror.csv,0.58,0.91,0.69,0.58,0.0,0.81,0.8,0.58,0.63,0.75
wishmaster.csv,0.87,0.68,0.59,0.57,0.62,0.88,0.14,0.78,0.97,0.87
yarp.csv,0.79,0.73,0.8,0.85,0.91,0.75,0.92,0.93,0.85,0.04
