,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.21,0.25,0.23,0.0,0.15,0.39,0.25,0.38,0.15,0.42
flylegacy.csv,0.93,0.7,0.0,0.67,0.78,0.25,0.77,0.62,0.78,0.76
jguard.csv,0.63,0.55,0.55,0.37,0.56,0.0,0.84,0.69,0.7,0.89
m-a-d-n-e-s-s.csv,0.16,0.3,0.18,0.33,0.2,0.73,0.23,0.38,0.0,0.13
mob-sen-plat.csv,0.65,0.0,0.82,0.39,0.54,0.46,0.49,0.69,0.65,0.39
raygina.csv,0.0,0.05,0.36,0.29,0.22,0.2,0.31,0.08,0.35,0.18
st-filteredstatistics.csv,0.53,0.1,0.45,0.47,0.2,0.36,0.57,0.0,0.43,0.21
upp-mirror.csv,0.26,0.05,0.27,0.49,0.0,0.14,0.15,0.15,0.28,0.45
wishmaster.csv,0.21,0.45,0.36,0.32,0.22,0.27,0.02,0.69,0.42,0.34
yarp.csv,0.23,0.2,0.23,0.23,0.24,0.34,0.34,0.23,0.3,0.0
