,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.15,0.27,0.12,0.33,0.0,0.67,0.01,0.48,0.02,0.15,0.15,0.21,0.32,0.34,0.46,0.42,0.83,0.16,0.36,0.3
aubit4gl.csv,0.01,0.1,0.23,0.07,0.42,0.33,0.03,0.09,0.06,0.1,0.45,0.43,0.0,0.17,0.32,0.1,0.44,0.02,0.29,0.14
bionote.csv,0.2,0.27,0.24,0.01,0.27,0.33,0.58,0.06,0.0,0.01,0.0,0.14,0.0,0.15,0.0,0.23,0.48,0.32,0.4,0.37
bullet.csv,0.29,0.92,0.68,0.2,0.85,0.29,0.52,0.55,0.9,0.76,0.58,0.86,0.54,0.41,0.0,0.98,0.08,0.57,0.67,0.66
customwars.csv,0.29,0.35,0.32,0.0,0.42,0.33,0.26,0.31,0.23,0.26,0.0,0.07,0.0,0.12,0.0,0.27,0.05,0.26,0.62,0.29
findbugs.csv,0.57,0.35,0.45,0.0,0.42,0.57,0.13,0.74,0.1,0.53,0.3,0.0,0.01,0.46,0.25,0.54,0.56,0.19,0.24,0.43
frogatto.csv,0.9,0.88,0.64,0.07,0.77,0.62,0.9,0.66,0.71,0.44,0.27,0.43,0.04,0.66,0.21,0.71,0.56,0.58,0.98,0.68
grisbi.csv,0.97,0.82,0.93,0.74,0.79,0.86,0.97,0.95,0.92,0.82,0.7,0.29,0.81,1.0,0.64,0.94,0.98,0.9,0.76,0.92
lsb.csv,0.59,0.67,0.77,0.26,0.48,0.38,0.4,0.87,0.73,0.42,0.45,0.07,0.14,0.68,0.39,0.54,0.47,0.5,0.78,0.69
oscarmcmaster.csv,0.66,0.25,0.53,0.66,0.48,0.76,0.24,0.69,0.04,0.36,0.48,0.71,0.82,0.61,0.93,0.69,0.69,0.52,0.62,0.37
plearn.csv,0.42,0.76,0.47,0.0,0.04,0.52,0.01,0.61,0.54,0.32,0.15,0.21,0.31,0.44,1.0,0.23,0.41,0.43,0.47,0.54
psrchive.csv,0.34,0.12,0.13,0.61,0.62,0.48,0.6,0.31,0.06,0.19,0.12,0.14,0.16,0.46,0.21,0.27,0.54,0.27,0.24,0.22
re2c.csv,0.24,0.02,0.52,0.86,0.31,0.38,0.06,0.78,0.21,0.82,0.76,0.71,0.68,0.49,0.89,0.62,0.48,0.49,0.44,0.37
rebecca-aiml.csv,0.32,0.49,0.64,0.35,0.67,0.48,0.04,0.85,0.52,0.81,0.36,0.57,0.51,0.37,0.64,0.81,0.14,0.37,0.91,0.58
rtrt-on-gpu.csv,0.7,0.92,0.72,0.37,0.65,0.67,0.86,0.28,0.19,0.67,0.36,0.21,0.35,0.39,0.64,0.54,0.88,0.55,0.56,0.44
stemkit.csv,0.11,0.25,0.2,0.21,0.5,0.19,0.57,0.36,0.08,0.28,0.39,0.57,0.27,0.24,0.07,0.73,0.07,0.29,0.36,0.28
tcvp.csv,0.0,0.0,0.07,0.04,0.08,0.0,0.0,0.01,0.02,0.33,0.27,0.0,0.23,0.0,0.04,0.06,0.03,0.01,0.04,0.16
tktoolkit.csv,0.36,0.35,0.4,0.85,0.67,0.29,0.14,0.71,0.67,0.81,0.91,0.79,0.74,0.41,0.32,0.96,0.16,0.45,0.71,0.61
tycho.csv,0.17,0.1,0.13,0.31,0.08,0.33,0.09,0.41,0.08,0.19,0.18,0.36,0.36,0.17,0.21,0.12,0.36,0.12,0.24,0.13
xstore.csv,0.3,0.06,0.52,0.9,0.92,0.24,0.89,0.82,0.33,0.72,0.45,0.14,0.59,0.24,0.32,0.54,0.38,0.49,0.73,0.45
