,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.43,0.4,0.41,0.2,0.07,0.67,0.0,0.2,0.31,0.0,0.51,0.8,0.06,0.5,0.61,0.18,0.23,0.56,0.56,0.42
aubit4gl.csv,0.06,0.31,0.23,0.41,0.68,0.37,0.2,0.21,0.14,0.0,0.45,0.24,0.0,0.26,0.34,0.27,0.51,0.0,0.45,0.22
bionote.csv,0.4,0.1,0.27,0.23,0.32,0.55,0.19,0.3,0.33,0.0,0.15,0.9,0.0,0.32,0.0,0.57,0.18,0.38,0.39,0.35
bullet.csv,0.26,0.2,0.31,0.55,0.71,0.82,0.27,0.16,0.23,0.18,0.71,0.82,0.25,0.66,0.21,0.21,0.62,0.29,0.47,0.26
customwars.csv,0.48,0.15,0.38,0.5,0.62,0.53,0.27,0.36,0.25,0.15,0.59,0.87,0.0,0.54,0.11,0.48,0.33,0.34,0.47,0.3
findbugs.csv,0.51,0.29,0.34,0.2,0.58,0.78,0.35,0.21,0.33,0.13,0.69,0.22,0.0,0.67,0.6,0.24,0.5,0.31,0.66,0.35
frogatto.csv,0.44,0.18,0.3,0.57,0.67,0.8,0.23,0.32,0.2,0.15,0.68,0.9,0.0,0.66,0.59,0.3,0.39,0.38,0.53,0.35
grisbi.csv,0.45,0.19,0.27,0.17,0.67,0.84,0.2,0.27,0.29,0.12,0.7,0.91,0.21,0.66,0.64,0.22,0.46,0.3,0.51,0.35
lsb.csv,0.37,0.1,0.27,0.63,0.65,0.68,0.17,0.25,0.24,0.2,0.54,0.28,0.0,0.56,0.44,0.24,0.34,0.21,0.53,0.27
oscarmcmaster.csv,0.45,0.27,0.26,0.4,0.64,0.74,0.26,0.31,0.15,0.06,0.67,0.82,0.13,0.63,0.73,0.2,0.53,0.35,0.53,0.39
plearn.csv,0.52,0.09,0.31,0.0,0.07,0.66,0.0,0.24,0.24,0.07,0.45,0.8,0.22,0.62,0.67,0.18,0.24,0.26,0.44,0.33
psrchive.csv,0.45,0.59,0.5,0.29,0.7,0.61,0.22,0.33,0.27,0.0,0.46,0.81,0.0,0.54,0.56,0.31,0.49,0.37,0.47,0.37
re2c.csv,0.41,0.92,0.29,0.35,0.53,0.58,0.0,0.16,0.33,0.17,0.67,0.35,0.21,0.64,0.74,0.14,0.52,0.16,0.45,0.33
rebecca-aiml.csv,0.42,0.28,0.32,0.54,0.68,0.81,0.19,0.27,0.33,0.12,0.77,0.81,0.16,0.67,0.74,0.28,0.8,0.39,0.55,0.32
rtrt-on-gpu.csv,0.38,0.14,0.23,0.46,0.68,0.68,0.21,0.13,0.54,0.07,0.4,0.7,0.06,0.25,0.34,0.2,0.31,0.33,0.34,0.23
stemkit.csv,0.12,0.27,0.13,0.53,0.59,0.4,0.21,0.24,0.25,0.27,0.39,0.52,0.19,0.25,0.15,0.23,0.46,0.28,0.48,0.19
tcvp.csv,0.0,0.0,0.1,0.46,0.0,0.03,0.0,0.0,0.0,0.18,0.27,0.0,0.38,0.3,0.29,0.0,0.27,0.0,0.06,0.1
tktoolkit.csv,0.24,0.22,0.31,0.43,0.61,0.78,0.4,0.27,0.35,0.17,0.68,0.68,0.22,0.58,0.6,0.24,0.67,0.37,0.42,0.33
tycho.csv,0.38,0.53,0.34,0.07,0.22,0.43,0.1,0.25,0.0,0.1,0.5,0.59,0.11,0.51,0.76,0.44,0.42,0.33,0.5,0.39
xstore.csv,0.33,0.2,0.26,0.37,0.68,0.6,0.22,0.22,0.14,0.13,0.68,0.63,0.2,0.71,0.6,0.24,0.61,0.32,0.51,0.34
